t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
1918.8601,22.21,59.67,77.82,29,2190,107,7560
1918.9218,98.86,54.60,167.76,81,2177,-353,13786
1918.9936,186.08,43.29,281.67,120,2148,-1430,8526
1919.0551,73.43,-48.36,-10.08,47,1913,-3298,12287
1919.1278,40.74,-54.99,20.50,10,1896,-728,9826
1919.1885,30.74,-57.72,5.06,6,1889,-319,9984
1919.2614,-39.27,-56.55,-99.63,-44,1892,0,13336
1919.3218,-113.81,-50.70,-190.34,-78,1907,16,13577
1919.3948,-206.43,-14.04,-295.14,-120,2001,4264,10532
1919.4554,9.01,77.61,142.93,-63,2236,4981,7108
1919.5268,44.96,88.92,100.46,49,2265,989,10003
1919.5886,59.79,82.68,101.10,50,2249,-22,7979
1919.6601,129.42,75.27,190.01,94,2230,-479,7121
1919.7217,199.83,51.09,282.45,120,2168,-4366,10267
1919.7933,54.32,-33.54,-28.60,19,1951,-3098,6258
1919.8551,73.65,-40.17,60.41,32,1934,-917,8043
1919.9264,66.78,-44.07,51.43,27,1924,-222,6797
1919.9883,-1.39,-50.70,-55.19,-16,1907,-608,6274
1920.0596,-84.33,-44.85,-157.97,-77,1922,367,7187
1920.1217,-170.01,-40.17,-254.52,-120,1934,234,6239
1920.1933,-119.62,44.85,-28.99,-104,2152,3997,6719
1920.2551,-20.91,61.62,9.34,-1,2195,1169,7689
1920.3264,0.40,62.40,31.42,15,2197,-245,6729
1920.3883,61.82,60.84,115.81,48,2193,-103,6208
1920.4601,139.21,50.31,211.01,104,2166,-607,6647
1920.5217,200.08,41.34,259.93,120,2143,-1209,6537
1920.5932,37.35,-52.65,-22.54,3,1902,-2438,6112
1920.6551,42.88,-55.77,15.74,13,1894,-539,7699
1920.7266,-3.39,-58.50,-49.66,-13,1887,186,6416
1920.7884,-67.96,-53.43,-125.48,-62,1900,264,6371
1920.8599,-156.99,-46.41,-240.31,-115,1918,435,6404
1920.9217,-117.57,41.73,-80.64,-109,2144,4834,6602
1920.9932,-33.19,55.77,-4.06,-10,2180,1520,6371
1921.0551,-21.25,63.18,9.03,-11,2199,1232,7974
1921.1260,36.51,61.23,84.32,36,2194,184,6834
1921.1883,101.85,57.33,178.47,79,2184,74,9202
1921.2597,195.05,47.19,224.93,103,2158,-465,8032
1921.3217,253.69,2.34,300.66,120,2043,-4911,8634
1921.3933,30.23,-64.35,-74.18,-18,1872,-2929,7719
1921.4551,12.87,-55.77,-42.94,-27,1894,722,6836
1921.5263,-35.43,-53.04,-89.49,-44,1901,343,6826
1921.5884,-120.91,-47.97,-200.54,-89,1914,289,8373
1921.6604,-186.91,-29.64,-281.87,-120,1961,2399,9009
1921.7218,-48.63,67.86,44.51,-33,2211,3466,9719
1921.7930,4.90,71.37,45.56,19,2220,831,8446
1921.8551,23.28,65.13,56.71,27,2204,-95,7609
1921.9260,92.39,61.62,151.32,65,2195,-280,6461
1921.9885,169.35,51.48,188.75,84,2169,-486,8870
1922.0599,252.19,47.19,307.31,120,2158,-653,6330
1922.1217,78.86,-47.58,-43.63,95,1915,-4747,6261
1922.1934,30.25,-56.94,-28.07,-15,1891,-768,6626
1922.2551,-11.56,-54.21,-65.46,-33,1898,-28,6351
1922.3260,-83.52,-46.02,-149.63,-75,1919,407,6752
1922.3885,-171.73,-41.34,-258.31,-120,1931,242,8259
1922.4601,-92.41,52.65,-22.76,-70,2172,3804,6460
1922.5218,-28.31,60.84,5.37,-2,2193,1090,6785
1922.5937,-11.11,60.06,20.67,10,2191,-71,6682
1922.6550,51.80,55.77,107.44,44,2180,-106,8089
1922.7260,136.90,51.48,181.55,84,2169,-344,6462
1922.7885,221.49,41.73,294.63,120,2144,-1135,7920
1922.8598,87.71,-43.29,-1.32,81,1926,-3733,6685
1922.9217,44.08,-54.99,1.59,4,1896,-857,6330
1922.9936,4.18,-56.55,-45.71,-18,1892,-232,6378
1923.0551,-61.26,-51.09,-121.96,-60,1906,296,6523
1923.1262,-150.89,-47.19,-231.24,-97,1916,321,6786
1923.1885,-141.00,47.58,-124.42,-120,2159,4875,9357
1923.2598,-14.00,61.62,31.05,8,2195,2018,6658
1923.3218,-18.46,63.18,7.23,-1,2199,360,9553
1923.3937,34.38,60.84,81.78,38,2193,-174,6264
1923.4551,109.75,54.99,142.47,62,2178,-345,6799
1923.5267,191.86,47.97,252.54,120,2160,-360,6323
1923.5885,96.20,-49.14,14.98,73,1911,-4431,7660
1923.6598,35.44,-56.16,-6.42,3,1893,-1223,6500
1923.7218,20.04,-56.55,-15.24,-2,1892,-217,6457
1923.7932,-40.97,-60.84,-95.94,-23,1881,-1625,6522
1923.8551,-127.35,-50.31,-202.69,-93,1908,-51,6702
1923.9266,-189.79,1.17,-244.53,-120,2040,4506,6660
1923.9886,9.31,69.81,84.34,28,2216,2442,6755
1924.0599,0.59,70.59,25.20,11,2218,493,6370
1924.1218,24.12,66.30,56.40,25,2207,-38,8776
1924.1935,89.63,60.45,146.97,68,2192,-349,6448
1924.2551,169.11,51.87,239.41,119,2170,-835,6759
1924.3271,133.82,-33.93,94.09,108,1950,-4466,6678
1924.3884,56.95,-42.90,27.99,21,1927,-1427,6185
1924.4599,49.04,-49.14,25.48,20,1911,-638,6573
1924.5218,-9.99,-55.38,-61.21,-22,1895,-583,6484
1924.5939,-88.48,-47.97,-158.38,-75,1914,339,5995
1924.6551,-168.04,-39.39,-237.59,-118,1936,749,6167
1924.7268,-61.55,51.09,30.82,-42,2168,3648,7154
1924.7884,-38.47,57.33,-10.81,-9,2184,988,6348
1924.8598,-14.29,60.84,19.03,5,2193,310,6872
1924.9217,49.30,58.11,106.66,48,2186,-56,8245
1924.9932,136.93,51.87,213.71,101,2170,-370,6246
1925.0551,197.53,15.60,255.54,120,2077,-4155,6391
1925.1267,32.05,-53.43,-26.39,-1,1900,-2119,6528
1925.1884,35.65,-58.50,10.14,12,1887,-848,6299
1925.2598,-5.68,-60.45,-46.89,-19,1882,-91,6341
1925.3218,-72.29,-55.38,-132.36,-56,1895,65,6502
1925.3937,-161.20,-51.09,-239.85,-107,1906,246,6369
1925.4551,-136.04,40.17,-95.49,-118,2140,4802,8773
1925.5269,-40.36,52.26,-8.30,-11,2171,1440,7079
1925.5884,-29.59,59.67,-2.74,-11,2190,639,6453
1925.6600,28.91,60.45,79.58,34,2192,107,8045
1925.7218,99.58,51.87,161.59,76,2170,-425,7361
1925.7933,182.14,42.12,256.47,120,2145,-300,6155
1925.8551,65.33,-46.80,-31.75,39,1917,-3560,7219
1925.9266,37.07,-55.38,1.12,-2,1895,-1003,6225
1925.9884,23.67,-56.16,-10.09,7,1893,-332,6293
1926.0607,-41.84,-56.55,-111.22,-42,1892,-298,6621
1926.1218,-118.17,-46.02,-186.97,-92,1919,478,6535
1926.1939,-207.04,-24.18,-286.77,-120,1975,3198,6673
1926.2553,-29.64,68.25,94.26,-81,2212,4472,7207
1926.3267,12.85,75.27,65.85,33,2230,639,7082
1926.3884,33.25,71.37,74.55,35,2220,-24,6935
1926.4609,96.93,63.18,157.30,70,2199,-819,8697
1926.5217,163.54,50.70,225.09,116,2167,-683,8196
1926.5931,170.75,-36.27,115.85,120,1944,-5054,6811
1926.6551,39.51,-52.26,-17.49,-6,1903,-1537,9463
1926.7267,42.04,-54.60,15.28,7,1897,-336,6533
1926.7884,-13.21,-55.38,-62.73,-22,1895,-169,6111
1926.8609,-88.78,-46.41,-167.96,-78,1918,536,7926
1926.9218,-162.06,-35.49,-232.87,-119,1946,699,6290
1926.9932,-116.27,49.53,-66.85,-102,2164,4647,7476
1927.0551,-20.23,63.18,18.39,2,2199,1384,8164
1927.1267,-5.88,63.96,24.04,8,2201,297,6637
1927.1884,51.35,58.11,105.82,49,2186,-129,9497
1927.2606,126.91,50.31,197.43,92,2166,-526,6914
1927.3218,196.52,-2.73,260.41,120,2030,-5122,6941
1927.3934,1.28,-58.50,-87.03,-28,1887,-2614,6502
1927.4551,11.67,-63.57,-15.25,-6,1874,-628,6294
1927.5267,-6.93,-59.67,-36.71,-14,1884,175,6176
1927.5885,-73.79,-56.55,-133.29,-62,1892,250,6306
1927.6608,-152.85,-46.02,-226.73,-110,1919,596,8426
1927.7217,-174.94,37.44,-178.04,-120,2133,5183,8762
1927.7936,-0.98,68.25,66.40,27,2212,2247,9219
1927.8551,-5.28,65.52,24.94,12,2205,190,9682
1927.9268,30.22,59.28,69.54,33,2189,-361,7132
1927.9884,106.00,54.60,175.96,82,2177,-247,9441
1928.0611,185.00,43.29,261.67,120,2148,-756,6638
1928.1217,69.19,-48.36,-18.91,47,1913,-3722,6585
1928.1940,39.65,-54.60,15.58,10,1897,-849,7058
1928.2553,21.54,-55.77,-11.08,-2,1894,-246,6072
1928.3329,-41.16,-51.87,-104.47,-50,1904,423,8194
1928.3885,-117.90,-45.24,-187.94,-93,1921,514,11085
1928.4623,-185.70,-14.04,-274.54,-120,2001,3859,15593
1928.5217,-3.13,96.33,99.20,-13,2284,4261,7105
1928.5942,77.44,99.84,133.11,65,2293,746,13284
1928.6551,93.62,97.89,135.30,65,2288,-3,8586
1928.7267,163.17,91.26,224.62,105,2271,-452,9030
1928.7885,216.00,26.13,256.85,120,2104,-4767,7815
1928.8620,51.07,-26.52,4.97,12,1969,-2211,9948
1928.9217,85.65,-33.15,86.38,42,1952,-810,10627
1928.9934,74.64,-42.12,49.58,33,1929,-536,6846
1929.0552,8.17,-44.85,-23.50,-3,1922,-225,6589
1929.1266,-81.23,-43.29,-148.05,-67,1926,-41,6583
1929.1886,-156.16,-37.44,-224.51,-105,1941,-43,9029
1929.2607,-185.76,32.76,-199.22,-120,2121,5143,6729
1929.3217,0.20,70.98,72.75,24,2219,2214,9207
1929.3936,18.10,69.42,66.15,34,2215,-80,7178
1929.4551,65.97,63.96,117.37,58,2201,-424,6609
1929.5256,146.14,53.82,217.11,103,2175,-312,6081
1929.5885,210.44,5.46,275.05,120,2051,-5160,6366
1929.6607,17.84,-56.94,-46.90,6,1891,-3311,6172
1929.7217,26.06,-57.72,4.30,5,1889,-567,6378
1929.7937,-6.42,-61.62,-54.02,-17,1879,-629,6295
1929.8551,-78.70,-56.55,-138.54,-64,1892,124,6470
1929.9266,-168.38,-47.19,-242.46,-119,1916,733,6483
1929.9885,-184.78,23.79,-194.93,-120,2098,4954,6329
1930.0607,-35.51,56.55,12.68,-4,2182,1764,6464
1930.1217,-27.38,61.23,6.85,-2,2194,445,9557
1930.1943,26.40,59.67,85.60,40,2190,-196,7002
1930.2552,102.49,53.82,170.98,83,2175,-535,6905
1930.3266,188.86,46.80,279.49,120,2157,-786,6742
1930.3885,69.83,-42.12,-15.50,50,1929,-3876,6314
