t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
1495.6520,-16.82,54.21,-9.60,-11,2176,755,8833
1495.7133,-16.92,59.67,-17.11,-5,2190,124,7113
1495.7874,-4.11,68.25,7.73,2,2212,-76,7390
1495.8472,-5.39,66.69,-5.42,-1,2208,191,13930
1495.9181,-0.86,69.42,7.21,-1,2215,217,10128
1495.9799,7.63,64.35,12.97,8,2202,-564,7027
1496.0520,7.88,58.11,15.45,3,2186,-42,9700
1496.1132,12.75,48.36,12.46,13,2161,-630,8115
1496.1847,16.84,37.05,22.10,10,2132,215,7022
1496.2466,22.37,28.08,20.24,14,2109,-93,8990
1496.3182,28.92,6.63,33.77,16,2054,-982,7001
1496.3799,20.09,-9.75,14.34,12,2012,-791,12241
1496.4521,24.76,-21.84,28.57,11,1981,-428,11312
1496.5133,21.81,-39.39,18.46,9,1936,-547,7244
1496.5846,15.47,-46.02,14.79,3,1919,-320,9219
1496.6466,20.99,-55.38,17.91,14,1895,-508,10279
1496.7180,9.35,-63.18,8.04,-2,1875,76,8243
1496.7800,11.64,-69.42,7.13,6,1859,-446,10757
1496.8521,-1.08,-70.59,-7.88,-2,1856,166,8446
1496.9133,2.47,-65.91,0.36,1,1868,125,7450
1496.9851,-7.94,-66.69,-17.84,-7,1866,60,8927
1497.0466,-15.67,-58.89,-18.68,-8,1886,448,8804
1497.1182,-12.76,-50.70,-13.00,-5,1907,139,7112
1497.1799,-24.95,-44.85,-30.12,-12,1922,758,10906
1497.2518,-17.56,-23.79,-16.77,-7,1976,245,6818
1497.3132,-29.33,-12.87,-32.91,-17,2004,1047,6932
1497.3848,-21.68,7.41,-25.71,-9,2056,537,6995
1497.4466,-23.58,23.01,-22.95,-10,2096,653,9547
1497.5182,-22.60,29.64,-22.49,-8,2113,-267,7757
1497.5800,-19.88,46.02,-17.70,-7,2155,169,10054
1497.6521,-13.68,57.33,-7.50,-5,2184,356,8820
1497.7132,-16.54,63.57,-14.85,-8,2200,378,9240
1497.7852,-2.98,70.59,5.25,3,2218,260,8949
1497.8466,-6.84,67.08,-5.78,-3,2209,17,9042
1497.9185,2.45,69.03,10.16,2,2214,-32,6978
1497.9803,4.25,61.23,4.80,7,2194,-511,8577
1498.0515,12.39,57.33,25.33,8,2184,-106,6301
1498.1133,13.95,45.63,9.77,4,2154,-361,6601
1498.1849,27.12,32.37,27.69,12,2120,-744,6241
1498.2466,27.65,19.11,26.27,13,2086,-620,6468
1498.3185,21.92,3.51,18.20,8,2046,-454,6269
1498.3800,29.04,-10.92,26.68,16,2009,-738,7970
1498.4512,21.27,-24.57,23.21,9,1974,-461,7006
1498.5133,25.08,-34.71,22.89,15,1948,-716,6802
1498.5846,16.44,-46.80,18.17,6,1917,-48,6138
1498.6467,16.50,-59.28,8.86,10,1885,-283,6803
1498.7173,12.80,-64.35,11.51,4,1872,-324,5990
1498.7801,5.53,-68.64,-1.12,1,1861,-117,6392
1498.8520,5.41,-67.47,2.22,0,1864,102,6328
1498.9132,-1.10,-66.69,-1.95,-5,1866,87,6759
1498.9849,-3.81,-63.57,-10.41,-3,1874,82,5985
1499.0467,-14.40,-58.89,-21.02,-11,1886,536,6596
1499.1181,-12.15,-47.19,-14.82,-6,1916,255,6565
