t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
1446.5386,-25.00,-22.62,-34.93,-22,1979,912,7091
1446.6004,-28.74,13.65,-40.32,-20,2072,1329,6399
1446.6721,-32.17,40.17,-41.93,-21,2140,1426,6802
1446.7338,-14.06,61.62,-8.50,-6,2195,823,7437
1446.8052,-7.33,64.35,-3.59,0,2202,-220,7026
1446.8671,5.20,66.30,17.83,2,2207,31,7200
1446.9383,19.40,52.65,27.91,19,2172,-910,6296
1447.0004,23.98,27.69,35.31,19,2108,-1078,6371
1447.0716,34.65,-7.02,46.06,30,2019,-1412,6727
1447.1338,24.16,-31.98,25.42,15,1955,-661,6288
1447.2054,28.88,-36.27,31.78,14,1944,-720,6152
1447.2671,11.53,-69.03,0.60,4,1860,650,7284
1447.3383,2.35,-68.64,-6.16,-5,1861,75,6891
1447.4005,-4.47,-65.91,-16.58,-5,1868,164,6473
1447.4717,-27.40,-40.56,-46.59,-28,1933,2254,6659
1447.5338,-20.90,-15.60,-27.30,-17,1997,970,6501
1447.6052,-36.14,0.78,-49.86,-22,2039,997,6283
1447.6671,-24.50,28.08,-20.85,-30,2109,1296,7218
1447.7382,-20.13,53.04,-18.10,-12,2173,356,6617
1447.8004,-5.69,66.69,4.98,0,2208,-163,6336
1447.8712,11.55,66.69,27.73,10,2208,-290,6734
1447.9338,12.33,42.51,18.71,15,2146,-595,6446
1448.0045,29.22,35.88,46.10,14,2129,-598,6737
1448.0670,36.55,-10.92,48.90,28,2009,-1269,7017
1448.1380,22.64,-36.66,20.93,16,1943,-673,6186
1448.2004,27.26,-57.33,31.16,15,1890,-1290,6579
1448.2712,10.62,-71.76,-0.43,6,1853,-296,6583
1448.3338,-0.80,-69.03,-10.02,-7,1860,251,6381
1448.4044,-6.27,-62.79,-17.71,-6,1876,149,6461
1448.4670,-29.52,-49.53,-46.76,-26,1910,1079,6348
1448.5379,-21.01,-16.77,-27.03,-22,1994,974,6009
1448.6004,-37.64,14.04,-53.53,-27,2073,1101,6151
1448.6715,-22.58,44.85,-17.39,-19,2152,784,6802
1448.7337,-17.67,56.16,-18.22,-6,2181,65,6204
1448.8045,-7.38,67.86,3.44,-10,2211,469,6244
1448.8670,14.72,65.52,32.98,15,2205,-282,7251
1448.9381,14.02,44.46,22.46,13,2151,-615,6083
1449.0004,31.05,30.42,48.54,22,2115,-795,6580
1449.0712,27.00,-12.48,31.85,21,2005,-1307,6751
1449.1337,28.42,-33.93,34.04,20,1950,-522,6161
1449.2045,26.55,-39.78,27.42,19,1935,-1323,6541
1449.2672,6.29,-71.76,-4.05,3,1853,-163,11079
1449.3392,-0.96,-71.76,-9.01,3,1853,-163,10258
1449.4005,-5.63,-67.08,-14.32,-5,1865,174,9192
1449.4713,-29.93,-45.24,-47.85,-30,1921,1343,6540
1449.5338,-20.78,-18.72,-27.30,-23,1989,1403,6531
1449.6053,-34.69,11.70,-49.64,-25,2067,1313,6178
1449.6671,-26.53,42.51,-23.95,-19,2146,1062,6808
1449.7387,-18.32,53.04,-16.95,-10,2173,677,6836
1449.8004,-9.22,61.23,1.84,-8,2194,706,6487
1449.8714,7.96,66.69,31.91,5,2208,-168,6779
1449.9338,18.54,51.09,31.74,22,2168,-1031,6600
1450.0058,21.25,24.96,35.19,15,2101,-982,6204
1450.0672,32.56,5.46,32.56,25,2051,-1305,6567
1450.1387,40.94,-31.59,38.41,24,1956,-989,6248
1450.2005,27.42,-57.72,18.16,12,1889,-1415,6214
1450.2712,21.50,-66.30,13.82,7,1867,-472,6238
1450.3339,3.09,-72.15,-13.84,3,1852,-141,6268
1450.4058,-6.90,-62.40,-18.72,-12,1877,389,6147
1450.4673,-20.41,-48.36,-36.59,-17,1913,688,7046
1450.5391,-28.81,-15.99,-42.22,-25,1996,877,7076
1450.6006,-35.17,-15.99,-46.72,-25,1996,877,6624
1450.6719,-20.21,34.32,-18.59,-21,2125,820,7458
1450.7338,-21.50,53.82,-21.42,-13,2175,442,6643
1450.8045,-1.08,67.86,13.07,4,2211,-143,6708
1450.8672,9.63,64.35,24.32,13,2202,-385,6982
1450.9385,13.61,51.09,25.91,11,2168,-744,7256
1451.0004,28.94,28.47,44.20,20,2110,-1319,7041
1451.0715,28.60,6.24,36.29,26,2053,-1263,6781
1451.1338,31.13,-34.32,38.96,22,1949,-905,6386
1451.2044,13.66,-54.60,6.84,16,1897,-1210,6562
1451.2672,15.09,-69.03,11.97,7,1860,-562,7204
1451.3388,1.36,-70.98,-8.53,-1,1855,215,6862
1451.4004,-14.04,-67.86,-26.81,-14,1863,385,6665
1451.4714,-19.41,-36.66,-32.67,-19,1943,683,7367
1451.5338,-30.81,-30.81,-45.53,-19,1958,870,6398
1451.6043,-28.07,21.84,-31.12,-21,2093,1005,6557
1451.6672,-24.92,40.17,-26.96,-15,2140,887,6993
1451.7387,-23.23,53.82,-20.49,-18,2175,842,7109
1451.8004,-0.97,67.08,10.76,5,2209,82,6811
1451.8714,6.07,60.45,18.36,9,2192,-869,7554
1451.9338,14.59,46.02,28.32,14,2155,-956,6745
1452.0043,27.71,23.40,43.29,24,2097,-1068,7214
1452.0671,27.43,6.24,35.89,25,2053,-1502,6403
1452.1387,33.22,-20.67,44.29,18,1984,-794,7054
1452.2004,18.20,-61.62,5.51,13,1879,-642,6327
1452.2714,13.29,-70.20,11.93,6,1857,2,7315
1452.3338,0.93,-74.49,-11.68,3,1846,-719,6734
1452.4043,-14.10,-65.52,-25.93,-15,1869,720,6365
1452.4672,-19.87,-65.52,-32.94,-15,1869,720,6586
1452.5386,-32.37,-19.89,-48.12,-25,1986,1070,6483
1452.6004,-27.58,23.79,-30.02,-20,2098,1271,6804
1452.6718,-28.03,43.68,-30.50,-19,2149,786,7783
1452.7337,-16.73,64.35,-8.65,-10,2202,414,6903
1452.8044,-2.77,66.69,6.94,5,2208,-38,7010
1452.8671,2.77,59.28,12.73,5,2189,-1985,6659
1452.9376,23.20,49.14,40.69,12,2163,-916,6334
1453.0004,26.73,35.88,34.95,24,2129,-917,6501
1453.0714,31.92,-7.80,38.31,21,2017,-771,7362
1453.1337,28.78,-34.32,29.21,22,1949,-900,6373
1453.2043,25.08,-61.62,20.93,14,1879,-356,6787
1453.2671,13.36,-65.91,5.89,12,1868,-593,6677
1453.3376,3.40,-70.98,0.02,-5,1855,63,6497
1453.4004,-16.10,-66.30,-34.21,-1,1867,113,6358
1453.4715,-31.78,-32.37,-45.37,-29,1954,1284,7369
1453.5337,-22.65,-17.94,-30.46,-21,1991,1201,6754
1453.6043,-36.00,18.72,-44.60,-30,2085,933,6345
1453.6672,-23.96,40.95,-19.34,-17,2142,735,6607
1453.7377,-20.10,57.33,-16.79,-12,2184,469,6680
1453.8004,-6.04,66.69,5.69,0,2208,105,6763
