t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
173.4723,178.98,58.11,618.96,-200,2186,7171,6500
173.5446,-47.47,-81.12,-455.57,200,1829,-5429,8589
173.6056,63.36,-27.30,412.90,-200,1967,6363,7367
173.6774,3.93,-23.79,-435.16,200,1976,-6848,6769
173.7390,-240.73,-126.36,142.66,-200,1713,4845,7977
173.8102,-129.97,-122.07,-382.44,200,1724,-6037,6931
173.8723,-168.48,-145.47,-330.10,-200,1664,-3314,6558
173.9430,-24.42,-84.24,532.19,-200,1821,6158,6464
174.0056,-173.36,-84.24,-477.26,-200,1821,6158,6412
174.0776,66.35,-7.41,458.13,189,2018,1472,6437
174.1391,-247.47,-76.83,-627.09,-200,1840,5910,7588
174.2104,105.04,30.81,462.14,139,2116,5895,6815
174.2723,-237.37,-117.78,-722.36,-200,1735,-4279,6569
174.3442,15.57,23.01,542.23,200,2096,-902,6683
174.4057,-288.92,-70.98,-587.10,-200,1855,4907,6448
174.4775,21.29,1.56,419.01,200,2041,-6266,6199
174.5390,-276.32,0.00,-280.46,-200,2037,6499,7092
174.6106,100.01,32.76,400.47,200,2121,-6906,7732
174.6724,-241.18,-56.94,-241.18,-200,1891,-1595,6362
174.7439,16.89,46.02,390.20,200,2155,-6346,6677
174.8057,-264.45,-38.22,-264.45,-200,1939,3935,6301
174.8779,-27.35,53.82,433.26,200,2175,-4171,6915
174.9391,-187.13,-40.95,-187.13,200,1932,-6908,8303
175.0117,227.65,-195.39,227.65,200,1536,-5086,10178
175.0723,36.91,-275.34,36.91,179,1331,-3556,6836
175.1449,-138.80,-207.09,-138.80,-89,1506,5446,8028
175.2093,11.85,-82.68,11.85,19,1825,5408,10019
175.2770,-241.87,41.34,98.80,-129,2143,6300,14398
175.3390,-45.68,-76.05,29.51,200,1842,-6278,11664
175.4105,-122.78,30.81,276.73,-107,2116,6537,6484
175.4723,-25.29,-74.10,-98.38,180,1847,-5500,7786
175.5441,20.78,19.11,559.11,-200,2086,7199,6422
175.6056,-113.03,-83.07,-415.15,-200,1824,2911,6194
175.6775,151.51,1.56,670.82,200,2041,-5266,11092
175.7392,-116.70,1.56,-533.24,200,2041,-5266,9726
175.8110,-106.22,-37.05,223.35,-200,1942,6772,6760
175.8723,224.42,29.64,537.62,200,2113,-3725,10228
175.9438,-163.07,-59.67,-265.56,-200,1884,5746,6226
176.0057,206.52,70.20,676.09,200,2217,-325,7102
176.0768,-30.26,-61.23,-523.57,-200,1880,2357,6663
176.1390,157.93,61.62,487.12,-91,2195,6100,6531
176.2106,-69.70,-105.69,-664.03,-200,1766,-3832,6375
176.2725,-17.73,29.64,242.19,-200,2113,8234,9996
176.3438,11.48,29.64,-399.44,-200,2113,8234,6599
