t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
390.0136,22.87,-54.21,13.70,9,1898,-775,6441
390.0854,23.51,-59.67,22.21,10,1884,-514,6265
390.1469,4.61,-67.08,-10.38,-1,1865,-270,8741
390.2185,2.52,-65.52,-1.67,-5,1869,289,6618
390.2802,-7.76,-60.84,-22.42,-7,1881,224,8831
390.3519,-20.68,-42.12,-28.40,-17,1929,476,6506
390.4136,-24.30,-27.69,-31.93,-14,1966,250,6246
390.4855,-33.51,-3.12,-38.76,-20,2029,1029,6608
390.5469,-32.71,21.06,-32.63,-15,2091,1046,10130
390.6182,-35.15,27.30,-37.75,-11,2107,399,6428
390.6803,-22.32,56.94,-15.96,-7,2183,493,7911
390.7515,-19.61,65.13,-13.45,-6,2204,34,8949
390.8140,-6.69,72.54,6.67,-1,2223,-58,11509
390.8856,3.69,66.30,8.13,7,2207,-381,12723
390.9469,12.57,61.23,27.00,11,2194,-406,8255
391.0182,17.69,45.63,25.99,12,2154,-441,9724
391.0803,29.48,28.08,41.07,19,2109,-874,7022
391.1523,26.98,-0.78,29.60,15,2035,-857,6341
391.2135,35.81,-16.77,41.50,22,1994,-892,6181
391.2849,25.45,-37.83,21.79,11,1940,-781,6494
391.3470,25.35,-51.48,21.06,14,1905,-1247,6499
391.4187,15.70,-63.96,9.15,5,1873,-373,6158
391.4803,5.90,-65.13,-2.38,-1,1870,134,6403
391.5520,-3.66,-63.18,-13.40,-6,1875,285,6674
391.6137,-13.21,-57.72,-24.24,-8,1889,11,6593
391.6853,-20.16,-38.22,-24.07,-13,1939,737,6030
391.7470,-31.51,-29.25,-43.59,-13,1962,339,7024
391.8182,-30.18,-1.56,-32.72,-17,2033,846,6612
391.8803,-33.28,-1.56,-32.72,-17,2033,846,8939
391.9519,-29.72,40.95,-28.51,-12,2142,550,6968
392.0136,-26.01,59.28,-21.08,-12,2189,1156,6502
392.0850,-15.61,69.42,-10.38,-3,2215,755,6523
392.1469,-2.44,72.93,11.10,-3,2224,385,6899
392.2185,-0.29,66.30,4.14,3,2207,-58,6307
392.2803,19.93,60.84,37.09,15,2193,-438,6875
