t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
416.0879,39.90,-56.16,38.74,25,1893,-1550,6227
416.1508,13.70,-72.15,4.49,9,1852,-406,10509
416.2214,-43.01,-66.30,-68.44,-20,1867,860,6609
416.2840,-74.57,-36.66,-94.40,-48,1943,1882,8389
416.3552,-60.66,33.93,-66.55,-42,2124,2258,6429
416.4174,-29.67,63.18,-23.47,-20,2199,1143,6990
416.4911,3.75,72.93,21.07,5,2224,-25,7975
416.5507,50.24,70.59,79.71,11,2218,-139,6612
416.6213,70.91,22.23,77.16,27,2094,-1438,6312
416.6841,87.39,-30.03,91.07,48,1960,-2064,6688
416.7550,25.20,-78.00,2.23,9,1837,-2827,5993
416.8173,-11.44,-66.30,-33.88,-15,1867,602,6397
416.8882,-40.81,-44.85,-68.51,-25,1922,1008,6208
416.9507,-69.54,-5.07,-94.12,-44,2024,2137,6068
417.0215,-41.39,43.68,-43.58,-35,2149,1738,6432
417.0840,-6.92,71.76,3.11,-6,2221,640,6694
417.1550,28.18,67.86,48.83,17,2211,-581,6189
417.2173,64.85,28.08,88.57,41,2109,-1955,6305
417.2882,66.26,-19.50,78.77,42,1987,-1900,6705
417.3507,37.56,-61.23,33.34,23,1880,-1005,5994
417.4213,-3.44,-70.59,-19.63,-5,1856,-150,6362
417.4840,-39.25,-62.01,-63.06,-21,1878,684,6279
417.5548,-65.56,-33.15,-88.71,-35,1952,1591,6329
417.6173,-62.99,42.12,-73.38,-38,2145,2979,7042
417.6884,-26.92,69.03,-18.11,-15,2214,480,6737
417.7507,13.93,75.27,33.36,-2,2230,378,6706
417.8214,51.93,47.97,77.66,34,2160,-1346,6511
417.8840,67.96,-3.90,86.27,43,2027,-2028,6303
417.9547,47.54,-48.36,50.06,29,1913,-1416,6110
418.0174,9.93,-69.42,-2.40,4,1859,-339,6587
418.0882,-23.10,-66.30,-42.24,-12,1867,454,6172
418.1507,-52.97,-34.71,-75.32,-33,1948,1486,5919
418.2214,-69.78,14.82,-85.76,-44,2075,2405,7355
418.2840,-41.96,58.50,-39.61,-25,2187,949,6462
418.3548,-5.19,70.98,8.82,0,2219,-215,6231
418.4173,37.48,68.25,64.89,17,2212,-460,7245
418.4882,65.64,32.76,89.75,41,2121,-1811,6232
418.5507,66.44,-32.37,76.48,44,1954,-2022,5995
418.6213,22.10,-62.01,12.14,20,1878,-976,6714
418.6841,-4.76,-66.30,-20.42,-6,1867,196,6273
418.7548,-44.21,-49.53,-70.03,-28,1910,1332,6308
418.8174,-71.87,-9.36,-97.91,-42,2013,2043,7267
418.8882,-57.98,36.27,-63.24,-43,2130,2419,6324
418.9507,-14.05,71.76,-2.66,-4,2221,214,6685
419.0216,15.86,66.30,35.29,12,2207,-1114,6959
419.0840,60.85,58.11,89.02,18,2186,-1034,6611
419.1548,71.38,-8.58,89.98,43,2015,-1954,6178
419.2174,46.05,-53.43,45.83,27,1900,-1693,6878
419.2881,5.47,-70.98,-9.72,2,1855,-267,6194
419.3507,-27.59,-65.13,-47.10,-16,1870,412,6142
419.4216,-57.98,-35.88,-81.15,-31,1945,1350,6858
419.4840,-72.70,-35.88,-88.91,-31,1945,1350,6602
419.5548,-31.03,69.81,-23.13,-27,2216,1184,6464
419.6174,14.02,75.27,33.25,13,2230,-481,7015
419.6882,33.72,70.59,51.71,17,2218,-406,6227
419.7507,69.24,42.51,96.72,26,2146,-1086,6176
419.8215,61.81,-38.22,69.59,40,1939,-1773,7447
419.8840,17.19,-67.08,7.09,8,1865,-254,6101
419.9548,-15.63,-69.03,-32.61,-9,1860,405,6147
420.0174,-45.38,-48.36,-68.34,-24,1913,1548,7018
420.0883,-71.49,-31.59,-92.84,-34,1956,1396,6763
420.1507,-50.53,49.53,-52.12,-32,2164,1774,6600
420.2216,-13.55,72.54,-2.27,-4,2223,283,7387
420.2840,24.55,69.42,46.36,16,2215,-140,6265
420.3548,68.14,38.61,96.03,43,2136,-1551,6707
420.4174,67.96,-12.48,67.59,30,2005,-1317,6559
420.4881,58.56,-48.36,52.16,28,1913,-1074,6054
420.5507,10.42,-69.42,-16.60,1,1859,-22,6498
420.6216,-31.91,-54.60,-61.05,-23,1897,1059,6392
420.6841,-57.31,-14.82,-85.00,-38,1999,1961,6288
420.7553,-59.73,28.86,-74.94,-39,2111,303,6773
420.8174,-27.56,56.16,-23.87,-31,2181,1503,6926
420.8881,17.77,76.05,36.60,11,2232,-422,6639
420.9507,50.12,51.48,71.66,34,2169,-1608,6929
421.0215,69.25,4.68,86.93,44,2049,-1497,6519
421.0840,48.70,-44.85,50.23,30,1922,-1332,5999
421.1553,21.78,-67.08,13.36,10,1865,-437,7454
421.2176,-11.96,-69.81,-32.19,-8,1858,518,8636
