t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
873.4677,3.74,-3.90,-7.96,-3,2027,-7,8697
873.5400,13.81,-4.68,25.92,11,2025,-827,6821
873.6010,2.15,-8.97,-6.00,-3,2014,-85,7314
873.6730,10.27,-12.09,18.78,6,2006,-606,6549
873.7345,1.47,-16.77,-14.22,3,1994,-517,8099
873.8058,11.17,-15.21,25.82,5,1998,-122,6280
873.8677,6.11,-21.45,0.20,1,1982,-408,8212
873.9390,8.22,-23.01,12.81,5,1978,-181,7200
874.0017,5.57,-26.91,-2.28,3,1968,-778,7970
874.0729,12.34,-27.30,23.31,6,1967,-291,9115
874.1344,5.30,-33.93,-0.93,-1,1950,-91,11294
874.2058,11.09,-35.88,12.06,3,1945,-251,7588
874.2678,8.30,-39.00,0.15,0,1937,-90,12641
874.3394,7.16,-41.73,-1.77,2,1930,-168,8190
874.4011,11.38,-40.56,20.21,7,1933,-258,7230
874.4723,7.60,-46.80,1.15,3,1917,-351,8632
874.5344,8.57,-48.36,15.32,0,1913,111,8956
874.6057,4.29,-56.55,-8.94,2,1892,-676,6725
874.6678,6.84,-54.21,15.64,1,1898,73,11262
874.7394,8.26,-58.50,0.35,1,1887,-53,9103
874.8011,7.91,-58.89,12.08,3,1886,57,6636
874.8727,4.21,-63.57,-6.81,2,1874,-513,9864
874.9345,7.72,-60.45,11.64,2,1882,341,11483
875.0057,3.64,-65.13,-12.33,-4,1870,-199,8661
875.0679,6.99,-62.40,18.78,3,1877,243,12675
875.1395,5.00,-67.08,-3.45,-1,1865,-212,6526
875.2012,3.75,-67.86,5.52,0,1863,-55,6877
875.2728,6.45,-66.30,7.63,3,1867,273,7058
875.3345,5.29,-69.81,10.88,0,1858,132,6325
875.4058,6.46,-69.42,14.81,4,1859,120,6492
875.4679,-3.25,-74.10,-14.90,-2,1847,189,9569
875.5392,5.69,-72.93,12.82,6,1850,47,6066
875.6011,-3.00,-74.88,-16.19,-5,1845,173,6311
875.6731,5.06,-74.49,16.92,4,1846,-17,6963
875.7345,-4.61,-76.05,-18.01,-4,1842,680,6685
875.8060,3.21,-73.32,18.20,4,1849,188,6791
875.8679,-4.27,-75.66,-9.61,-2,1843,-18,7816
875.9394,-0.32,-74.10,5.14,-1,1847,-90,6765
876.0012,-2.05,-74.49,-10.52,-2,1846,-116,10401
876.0730,-1.55,-74.88,2.65,-1,1845,-538,7080
876.1345,1.48,-73.32,3.74,3,1849,177,6748
876.2061,-4.77,-73.71,-11.57,-3,1848,320,6883
876.2678,4.26,-68.64,17.19,1,1861,88,6893
876.3392,-2.05,-70.98,-12.01,1,1855,-237,6153
876.4011,0.06,-67.08,12.91,-3,1865,445,8719
876.4727,-0.15,-67.47,9.49,0,1864,134,6352
876.5345,-11.37,-67.08,-22.43,-8,1865,426,6447
876.6061,-4.43,-67.08,-2.46,1,1865,-911,6797
876.6678,-6.47,-63.18,-8.86,-4,1875,185,6807
876.7415,-0.91,-61.62,3.61,3,1879,-28,6620
876.8011,-8.75,-62.79,-14.25,-4,1876,499,8946
876.8736,-0.49,-56.94,7.18,3,1891,-66,6697
876.9344,-8.30,-55.38,-16.12,-5,1895,225,6300
877.0064,-6.22,-53.04,-3.82,-2,1901,96,6384
877.0678,-4.53,-50.70,-0.45,0,1907,194,6598
877.1392,-6.17,-44.46,-7.92,-2,1923,643,6030
877.2011,-2.49,-43.68,0.58,-1,1925,-35,7885
877.2726,-7.93,-42.12,-15.50,-5,1929,-335,6030
877.3345,-6.53,-39.00,-6.25,-1,1937,-166,6164
877.4063,-5.12,-35.49,-2.38,-2,1946,437,6731
877.4678,-3.88,-31.59,-3.25,1,1956,103,6738
877.5394,-5.18,-28.86,-7.60,-4,1963,130,6307
877.6012,-6.85,-28.08,-14.11,0,1965,87,18550
877.6744,-2.91,-22.23,0.41,0,1980,-68,9650
877.7344,-8.23,-21.84,-16.40,-5,1981,-38,9069
877.8064,-4.27,-14.43,0.13,-3,2000,562,9422
877.8678,-9.10,-15.99,-12.76,0,1996,-191,7753
877.9402,-4.96,-9.36,1.38,-2,2013,-19,13725
878.0014,-10.63,-7.41,-16.60,-7,2018,562,9719
878.0722,-5.44,-3.51,0.17,0,2028,104,13396
878.1345,-10.13,-1.95,-16.01,-5,2032,-61,13193
878.2063,-5.78,3.51,5.29,-3,2046,118,8058
878.2678,-9.77,2.34,-20.12,-3,2043,54,6451
878.3394,-5.08,11.31,6.83,1,2066,509,6720
878.4011,-12.36,10.53,-25.80,-7,2064,141,6747
878.4727,-9.20,18.33,-2.65,-5,2084,368,6628
878.5344,-3.55,17.55,-7.93,3,2082,-414,9196
878.6065,-11.63,24.57,-9.82,-7,2100,289,6489
878.6678,-3.91,24.57,-3.86,0,2100,-101,6984
878.7403,-10.32,28.86,-13.69,-6,2111,38,7793
878.8011,-1.94,31.98,7.91,2,2119,82,6932
878.8725,-9.65,32.76,-18.48,-6,2121,160,6800
878.9345,-0.99,37.44,8.26,4,2133,-101,11399
879.0059,-9.03,29.64,-19.22,-6,2113,-2126,9011
879.0678,-6.18,42.90,-3.12,-3,2147,435,6937
879.1402,-6.77,42.12,-11.90,-4,2145,185,7116
879.2011,-3.03,46.02,8.02,1,2155,-78,7006
879.2725,-8.38,43.68,-18.73,-4,2149,279,6724
879.3345,0.02,51.09,19.42,5,2168,379,8848
879.4067,-8.18,46.41,-19.79,-6,2156,133,6536
879.4677,-3.40,51.09,5.21,2,2168,-429,6729
879.5405,-5.12,51.09,-9.03,-1,2168,102,8078
879.6011,-5.34,53.04,-3.55,-2,2173,64,6761
879.6727,-1.66,56.94,3.17,2,2183,226,6969
879.7346,-6.85,52.65,-14.54,-1,2172,43,8257
879.8066,0.18,54.21,11.98,2,2176,-617,6596
879.8678,-5.69,53.43,-15.86,-4,2174,-100,8750
879.9411,0.40,57.33,13.11,1,2184,31,7329
880.0011,-3.11,55.77,-9.27,-1,2180,-281,8193
880.0727,-1.17,56.55,10.86,1,2182,-372,8400
880.1346,-2.17,54.60,-7.58,-1,2177,-158,7125
880.2066,0.54,57.72,8.49,1,2185,194,6851
880.2678,-1.44,54.21,-5.78,0,2176,-194,6666
880.3403,1.94,57.33,9.74,2,2184,-240,6662
880.4011,0.39,53.43,-2.03,0,2174,-86,7020
880.4723,1.87,53.43,6.76,2,2174,116,6887
880.5345,1.83,50.70,4.52,1,2167,-103,9594
880.6061,0.12,49.53,-4.88,0,2164,64,7408
880.6678,2.85,49.92,8.86,0,2165,38,10893
880.7398,1.45,46.02,-4.67,0,2155,-344,6936
880.8011,4.64,46.41,11.22,3,2156,-122,7835
880.8734,-0.25,44.46,-5.29,-3,2151,-33,8719
880.9345,8.61,45.24,23.80,3,2153,-42,9926
881.0057,1.72,41.34,-9.75,-3,2143,149,8622
881.0678,6.75,40.56,14.00,3,2141,29,10168
881.1394,9.21,38.61,10.33,5,2136,174,9627
881.2011,3.52,32.76,-0.34,1,2121,-170,6995
881.2734,5.63,30.03,4.32,2,2114,-69,9019
881.3344,5.65,28.08,11.02,-1,2109,-308,9073
881.4061,6.04,26.91,9.12,3,2106,-215,6659
881.4679,6.10,22.23,7.19,1,2094,-81,9281
881.5399,4.62,18.72,-0.50,0,2085,-151,7016
881.6011,3.25,17.16,6.43,1,2081,196,8926
881.6734,6.77,14.43,11.55,4,2074,-128,8570
881.7345,6.19,10.14,4.88,3,2063,-35,6439
881.8062,5.75,6.24,3.55,2,2053,-6,6764
881.8678,5.16,1.56,5.82,0,2041,-651,8838
881.9398,6.81,0.78,12.48,2,2039,-57,8312
882.0011,6.67,-5.85,3.55,2,2022,-492,9517
882.0738,8.71,-5.46,12.40,0,2023,-96,8060
882.1345,1.57,-11.70,-3.88,-3,2007,-197,7391
882.2054,8.44,-11.31,12.98,6,2008,60,6042
882.2678,7.16,-17.16,5.99,2,1993,-145,8828
882.3395,6.54,-21.06,5.23,3,1983,-315,6733
882.4012,5.13,-23.01,5.02,-1,1978,0,11098
882.4732,8.76,-23.40,15.47,4,1977,-283,7654
882.5345,6.48,-27.30,6.48,2,1967,319,8696
882.6060,6.69,-33.54,7.99,1,1951,-518,8090
882.6678,5.12,-35.10,3.97,1,1947,7,7108
882.7395,7.95,-42.51,12.04,3,1928,-1076,6746
882.8013,6.94,-42.12,3.45,2,1929,-247,9950
882.8733,9.92,-44.46,11.12,5,1923,-161,8329
882.9344,4.16,-45.63,3.52,-1,1920,-91,9955
883.0064,10.22,-46.80,17.41,6,1917,-224,9172
883.0678,1.92,-55.77,-10.81,-4,1894,-277,7005
883.1397,9.38,-53.43,20.30,4,1900,75,6531
883.2011,-0.06,-61.23,-17.97,-4,1880,-212,10740
883.2730,8.43,-57.33,26.95,6,1890,288,8174
883.3345,3.94,-62.79,-4.41,1,1876,-77,6836
883.4062,4.10,-63.18,15.39,2,1875,-304,6637
883.4678,3.86,-63.18,-0.81,5,1875,171,8621
883.5398,4.38,-60.45,18.49,-1,1882,942,7385
883.6011,1.05,-67.47,-12.53,4,1864,130,8943
