t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
683.5449,22.66,-66.69,23.69,16,1847,-267,7370
683.6067,11.72,-79.95,4.12,11,1813,-475,6518
683.6779,3.23,-84.24,-4.12,-1,1802,85,7010
683.7400,-8.86,-79.95,-20.48,-7,1813,392,6545
683.8117,-25.73,-62.79,-43.64,-15,1857,1125,6189
683.8733,-25.59,-28.47,-32.82,-23,1945,1244,7657
683.9445,-29.33,-3.51,-38.42,-22,2009,868,7195
684.0066,-30.46,10.92,-32.04,-27,2046,1354,6266
684.0778,-21.49,41.34,-20.88,-12,2124,852,7166
684.1399,-7.88,54.21,4.27,-4,2157,600,6609
684.2114,8.47,43.68,19.81,15,2130,-1052,6477
684.2733,6.81,33.93,15.88,8,2105,-487,6914
684.3446,35.59,33.93,55.84,8,2105,-487,6673
684.4066,29.45,-15.21,36.35,26,1979,-1629,6475
684.4779,25.72,-42.90,28.56,19,1908,74,7097
684.5399,26.77,-67.47,26.60,18,1845,-651,6580
684.6114,10.72,-72.54,1.74,15,1832,-853,6444
684.6733,5.55,-82.29,-1.65,0,1807,273,7356
684.7445,-14.35,-79.17,-32.65,-15,1815,474,6405
684.8066,-18.65,-71.76,-28.45,-19,1834,1431,6714
684.8779,-23.59,-31.98,-34.08,-20,1936,963,7624
684.9400,-31.61,-1.56,-39.63,-27,2014,1393,6774
685.0114,-29.17,23.79,-32.90,-24,2079,1327,6587
685.0734,-14.13,42.51,-6.38,-8,2127,230,7347
685.1445,-13.50,49.14,-9.69,-6,2144,474,7005
685.2066,9.48,53.04,27.24,5,2154,-7,6778
685.2786,16.56,35.49,28.13,17,2109,-974,7291
685.3399,25.34,24.57,38.95,16,2081,-1148,6675
685.4115,31.52,-5.07,42.47,22,2005,-1380,6380
685.4735,26.51,-42.90,27.45,22,1908,-1190,7619
685.5447,23.56,-58.11,24.19,15,1869,-872,6626
685.6066,14.32,-85.02,6.41,10,1800,-597,6804
685.6778,-2.91,-85.80,-14.64,-8,1798,120,7485
685.7399,-13.78,-84.24,-27.73,-9,1802,333,6811
685.8116,-21.72,-60.06,-21.27,-11,1864,686,6625
685.8734,-49.87,-47.19,-68.04,-28,1897,1026,7428
685.9445,-32.23,-1.95,-26.48,-33,2013,1988,6704
686.0066,-25.93,18.33,-28.03,-10,2065,314,7070
686.0780,-32.15,33.54,-30.47,-24,2104,660,7201
686.1399,3.45,56.16,23.34,1,2162,446,6398
686.2114,-3.68,42.12,-0.38,2,2126,-103,7253
686.2734,18.26,33.93,39.75,16,2105,-623,7155
686.3446,25.31,5.07,37.96,24,2031,-1046,6847
686.4067,24.27,-14.43,33.59,17,1981,-985,6975
686.4780,35.55,-47.19,46.64,28,1897,-1401,7391
686.5400,14.80,-78.78,6.28,11,1816,-1270,6494
686.6125,6.63,-80.73,0.68,3,1811,-140,10900
686.6734,16.19,-79.56,13.23,5,1814,-107,10187
686.7457,-13.01,-87.36,-35.75,-8,1794,-93,10095
686.8068,-52.83,-73.71,-85.14,-39,1829,1453,9043
686.8794,-16.26,-73.71,-0.32,-39,1829,1453,11288
686.9400,-41.41,-22.62,-63.34,-20,1960,220,9560
687.0105,-45.87,30.03,-36.50,-34,2095,1488,6946
687.0732,-5.27,43.29,10.63,8,2129,0,6777
