t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
266.0173,27.60,-41.34,28.87,12,1931,-626,6017
266.0879,22.24,-50.70,18.39,15,1907,-979,6485
266.1507,8.48,-69.81,2.40,3,1858,-1281,6326
266.2213,3.52,-67.08,-2.65,2,1865,-79,6244
266.2840,-10.64,-66.30,-19.86,-6,1867,360,6725
266.3548,-18.41,-51.87,-27.03,-13,1904,813,6255
266.4174,-19.74,-36.27,-25.84,-12,1944,648,6074
266.4879,-32.64,-13.65,-40.58,-19,2002,814,6535
266.5507,-29.91,3.12,-34.35,-19,2045,975,6249
266.6212,-31.53,26.13,-35.96,-15,2104,723,6136
266.6840,-26.14,49.14,-25.65,-13,2163,652,6652
266.7549,-15.99,58.11,-12.71,-9,2186,609,6534
266.8173,-10.29,68.64,-7.05,-4,2213,-3,6877
266.8878,-1.86,71.37,5.05,-2,2220,364,6816
266.9507,13.97,68.64,24.96,7,2213,-278,6332
267.0236,20.21,53.04,29.13,16,2173,-752,10777
267.0840,21.66,32.76,28.52,12,2121,-805,6944
267.1548,30.62,13.65,37.80,19,2072,-1067,6534
267.2174,29.88,-6.63,32.21,18,2020,-951,6178
267.2879,30.38,-20.67,33.13,16,1984,-880,7221
267.3507,23.10,-44.07,20.99,14,1924,-643,6238
267.4213,13.02,-56.55,8.28,10,1892,-977,6501
267.4840,12.24,-66.69,9.06,5,1866,-278,6801
267.5548,-2.20,-69.42,-10.70,-1,1859,183,6114
267.6174,-8.71,-63.18,-13.98,-8,1875,158,6185
267.6882,-19.97,-45.63,-27.87,-14,1920,1505,6857
267.7507,-24.10,-29.64,-31.94,-13,1961,784,6306
267.8214,-28.40,-22.23,-34.06,-16,1980,762,6329
267.8840,-35.47,15.21,-41.63,-20,2076,1428,7044
267.9549,-27.80,37.44,-29.06,-14,2133,817,6230
268.0174,-23.58,54.21,-23.91,-11,2176,768,6678
268.0882,-17.44,59.67,-14.69,-10,2190,440,6971
268.1507,-7.77,70.20,-3.45,-7,2217,232,6528
268.2213,1.64,70.98,8.63,1,2219,-104,6521
268.2840,18.10,69.42,29.00,9,2215,-110,6823
268.3548,21.28,60.45,27.55,14,2192,-924,6578
268.4173,24.72,39.00,31.36,11,2137,-572,6861
268.4884,33.96,12.48,41.53,18,2069,-797,6485
268.5507,33.17,-16.77,35.38,19,1994,-915,6020
268.6218,24.63,-34.32,22.84,13,1949,-248,6461
268.6840,25.87,-50.31,25.59,12,1908,-562,6460
268.7547,14.89,-64.35,10.16,6,1872,-356,6046
268.8173,5.22,-65.52,-1.16,0,1869,134,6617
268.8884,0.77,-65.52,-6.31,-2,1869,162,6368
268.9507,-12.38,-65.52,-22.92,-2,1869,162,6128
269.0214,-22.66,-43.68,-31.22,-15,1925,626,6595
269.0840,-22.92,-31.98,-29.03,-14,1955,1351,6465
269.1549,-33.75,-6.24,-40.93,-20,2021,897,6092
269.2173,-28.06,13.65,-28.99,-17,2072,220,6670
269.2882,-28.50,39.00,-29.84,-14,2137,656,6771
269.3507,-26.24,49.53,-25.69,-14,2164,628,6362
269.4217,-10.95,64.35,-4.37,-12,2202,1790,7159
269.4840,-7.35,70.59,-2.54,-2,2218,-49,6497
269.5547,3.34,69.81,11.30,3,2216,-188,6911
269.6174,20.71,67.86,31.93,8,2211,-198,7173
269.6882,16.52,43.29,20.03,12,2148,-598,6301
269.7507,28.25,26.13,36.00,17,2104,-1017,6674
269.8215,32.33,3.12,37.73,19,2045,-947,6428
269.8840,31.47,-18.72,35.88,15,1989,-804,5949
269.9547,27.56,-32.37,27.61,17,1954,-397,5971
270.0173,20.23,-44.07,17.89,13,1924,-527,6544
270.0881,14.52,-61.23,11.89,5,1880,368,6328
270.1507,6.13,-66.30,0.14,4,1867,322,6365
270.2221,-5.62,-65.52,-18.56,-8,1869,39,8813
270.2841,-14.59,-62.79,-23.22,-8,1876,225,6488
270.3562,-20.87,-51.09,-27.99,-14,1906,913,5889
270.4174,-26.80,-25.35,-34.97,-15,1972,438,6516
270.4888,-32.45,-14.82,-39.79,-17,1999,772,6617
270.5508,-31.51,20.28,-33.92,-19,2089,1203,6040
270.6226,-26.52,36.27,-27.16,-13,2130,626,7154
270.6841,-23.48,57.72,-22.63,-12,2185,499,6539
270.7551,-10.79,69.81,-3.84,-2,2216,-132,7155
270.8176,-5.94,66.69,-0.73,-1,2208,-641,6915
270.8886,4.60,72.15,12.63,1,2222,992,6332
270.9508,20.31,59.67,30.66,14,2190,-922,6406
271.0222,18.09,44.46,22.59,13,2151,-712,7092
271.0841,30.96,36.27,39.48,13,2130,-596,6125
271.1550,31.99,-8.19,35.03,17,2016,-1069,7169
271.2175,27.71,-22.62,29.88,15,1979,-822,6316
271.2886,27.69,-35.49,29.34,15,1946,-955,6402
271.3508,22.47,-54.60,19.47,14,1897,-1273,6318
271.4223,12.05,-64.74,8.31,3,1871,-77,7137
271.4841,5.15,-68.25,-0.89,1,1862,-306,6566
271.5551,-4.45,-64.74,-10.85,-5,1871,137,7149
271.6175,-17.56,-63.57,-28.10,-7,1874,91,7142
271.6887,-25.91,-37.44,-34.21,-17,1941,1127,6119
271.7508,-24.69,-19.11,-30.70,-14,1988,966,6258
271.8223,-31.60,-0.78,-38.19,-18,2035,544,6838
271.8841,-33.85,18.72,-37.65,-21,2085,934,6665
271.9551,-22.77,44.85,-19.76,-11,2152,167,6258
272.0176,-19.30,59.28,-18.20,-7,2189,447,7163
272.0905,-13.25,69.81,-8.33,-6,2216,440,6590
272.1508,-3.39,73.71,3.65,-1,2226,172,10853
272.2229,14.46,66.69,25.02,9,2208,-806,10096
272.2841,26.01,59.28,35.68,16,2189,-148,9428
272.3552,19.45,35.10,24.39,11,2127,-520,7206
272.4176,30.68,19.89,37.53,16,2088,-1057,7182
272.4887,39.40,3.90,44.77,22,2047,-1158,6314
272.5508,28.33,-17.16,26.71,20,1993,-775,6479
272.6227,26.74,-38.61,27.26,10,1938,-551,6664
272.6841,24.15,-60.84,12.40,10,1881,-421,6595
272.7555,10.49,-64.74,2.53,3,1871,-12,6710
272.8175,6.26,-65.52,2.06,0,1869,143,6725
272.8882,-6.37,-63.96,-13.41,-6,1873,178,6762
272.9508,-26.92,-63.96,-29.09,-5,1873,-32,6800
273.0222,-40.38,-57.33,-43.57,-14,1890,651,6301
273.0842,-34.24,-22.62,-33.91,-19,1979,1217,6475
273.1552,-35.80,3.51,-36.61,-18,2046,948,7627
273.2198,-38.00,20.67,-39.42,-17,2090,741,7358
273.2891,-29.95,47.19,-21.72,-12,2158,732,6909
273.3509,-19.42,63.18,-13.80,-7,2199,438,7308
273.4225,-11.59,63.18,-5.62,-7,2199,438,7328
273.4842,-5.87,70.98,1.15,-1,2219,7,6774
273.5557,10.96,69.03,27.21,6,2214,-138,7225
273.6174,18.23,57.33,26.05,15,2184,-511,6518
273.6884,20.70,40.56,34.46,10,2141,-311,6973
273.7507,30.61,40.56,37.50,10,2141,-311,7090
273.8224,29.41,0.39,32.20,20,2038,-1095,6204
273.8843,27.06,-22.23,28.86,15,1980,-931,6168
273.9558,27.32,-38.61,23.14,15,1938,-705,7596
274.0174,14.18,-58.50,8.30,11,1887,-732,6396
274.0885,8.07,-65.91,1.30,1,1868,-80,7175
274.1508,2.59,-66.30,-3.84,0,1867,-97,7184
274.2225,-11.05,-64.74,-19.62,-7,1871,149,6049
274.2841,-23.32,-48.75,-31.62,-15,1912,1627,6482
274.3552,-24.23,-31.98,-31.23,-13,1955,697,6337
274.4175,-29.16,-12.87,-35.21,-17,2004,452,6104
274.4887,-30.53,17.94,-28.73,-18,2083,2100,7751
274.5508,-31.65,31.98,-33.81,-17,2119,668,7262
274.6215,-22.38,53.04,-18.88,-13,2173,1131,6218
274.6841,-15.28,60.84,-10.11,-9,2193,473,6472
274.7553,-10.52,69.81,-6.88,-3,2216,-10,7151
274.8173,3.45,70.98,12.27,4,2219,-282,6330
274.8887,15.80,69.81,30.25,6,2216,31,7945
274.9508,20.85,49.14,28.03,14,2163,39,7380
275.0214,24.96,43.29,31.73,14,2148,-615,6698
275.0841,33.07,12.09,40.99,17,2068,-777,6691
275.1559,34.19,-12.48,37.07,21,2005,-739,7323
275.2173,23.92,-37.83,22.74,11,1940,-525,6397
275.2882,21.61,-55.77,20.71,9,1894,-788,6471
275.3508,15.50,-63.96,11.44,7,1873,-119,6427
275.4213,5.66,-68.64,-0.84,2,1861,-582,6381
275.4841,-2.75,-66.30,-11.66,-4,1867,-4,6650
275.5554,-10.99,-60.45,-27.30,-10,1882,336,7048
275.6173,-25.88,-39.39,-34.08,-17,1936,1259,6674
275.6881,-23.24,-23.40,-27.68,-14,1977,558,6146
275.7508,-29.70,-14.43,-35.62,-16,2000,220,6317
275.8213,-34.35,21.06,-38.14,-20,2091,809,6505
275.8842,-28.55,40.56,-29.30,-14,2141,578,6934
275.9555,-21.32,43.29,-18.64,-14,2148,445,6390
276.0173,-12.68,68.64,-7.00,-5,2213,157,7072
276.0882,-7.97,72.15,-0.08,-1,2222,35,6983
276.1508,2.10,71.37,10.25,2,2220,173,7221
276.2213,25.24,60.45,38.04,16,2192,-771,6674
276.2842,21.84,40.95,27.31,16,2142,-1375,6812
276.3558,23.50,31.59,35.40,12,2118,-597,6233
276.4174,35.94,5.85,41.50,20,2052,-1833,6747
276.4880,28.36,-25.35,24.17,14,1972,-777,6196
276.5507,28.32,-38.61,30.92,13,1938,-450,6433
276.6213,21.82,-59.28,18.46,11,1885,-921,6568
276.6840,11.40,-62.79,7.45,8,1876,-659,6566
276.7546,4.55,-67.47,-1.78,1,1864,-162,6351
276.8173,-9.07,-62.79,-18.15,-8,1876,504,6863
276.8884,-14.76,-63.18,-24.73,-10,1875,103,7058
276.9507,-22.83,-39.78,-31.26,-13,1935,941,5968
277.0212,-30.44,-18.33,-37.50,-19,1990,1078,6912
277.0840,-29.95,-8.58,-31.34,-18,2015,862,6680
277.1546,-33.85,18.72,-39.36,-15,2085,260,6289
277.2174,-27.37,43.29,-26.20,-18,2148,820,6646
277.2901,-18.23,55.77,-14.49,-10,2180,438,6883
277.3508,-14.28,68.64,-9.74,-6,2213,180,11288
277.4213,-4.57,70.59,1.88,0,2218,-53,6910
277.4842,5.19,69.81,14.03,5,2216,-39,6868
277.5547,20.81,56.94,29.34,15,2183,-481,6274
277.6174,19.35,56.94,27.82,15,2183,-481,7159
277.6885,27.73,19.11,36.58,17,2086,-479,7180
277.7507,35.37,0.00,41.75,21,2037,-844,6229
277.8213,28.82,-12.48,30.28,20,2005,-735,6275
277.8841,25.45,-40.17,26.56,11,1934,-570,6518
277.9548,17.76,-61.23,13.32,9,1880,-429,6478
278.0175,11.23,-65.91,5.72,3,1868,-67,6785
278.0884,4.35,-68.25,-5.78,1,1862,42,6940
278.1507,-12.30,-69.03,-20.10,-3,1860,14,6424
278.2213,-18.41,-59.28,-24.87,-10,1885,567,6248
278.2841,-18.94,-45.63,-25.60,-12,1920,344,6541
278.3548,-32.99,-15.60,-41.37,-18,1997,846,6359
278.4173,-33.34,0.78,-38.58,-20,2039,731,6376
