t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
822.7402,-19.88,14.04,-29.75,-11,2073,809,7093
822.8013,-8.29,19.50,-6.65,2,2087,-24,9886
822.8737,-19.63,20.67,-32.92,-9,2090,299,9137
822.9346,-3.28,32.37,14.03,7,2120,0,8066
823.0067,-22.56,31.59,-52.80,4,2118,44,10563
823.0678,-3.91,49.14,42.64,12,2163,756,12994
823.1410,-15.25,38.61,-54.41,-7,2136,-184,6741
823.2014,-8.18,47.19,24.06,-19,2158,734,10977
823.2735,-9.62,45.63,-42.45,-10,2154,367,8154
823.3345,-9.25,58.11,9.85,-2,2186,548,7169
823.4066,-4.29,55.38,-26.72,9,2179,-215,9652
823.4678,-7.97,58.89,9.22,-7,2188,525,9468
823.5401,-0.55,52.65,-2.05,8,2172,-657,6883
823.6011,-6.84,56.94,7.08,-7,2183,555,10855
823.6733,-0.66,49.92,-18.51,3,2165,-341,7969
823.7345,-4.34,52.26,8.48,0,2171,120,7766
823.8061,2.81,48.75,-3.53,1,2162,45,6556
823.8678,4.91,47.97,17.22,1,2160,-36,6658
823.9399,5.88,42.90,6.17,5,2147,-44,8107
824.0011,6.22,40.56,17.30,0,2141,-282,9508
824.0730,7.22,34.71,10.28,3,2126,-287,6505
824.1346,10.15,28.47,15.36,4,2110,-918,10758
824.2060,6.70,21.84,5.25,1,2093,10,6498
824.2678,15.13,18.33,26.86,9,2084,-318,6633
824.3384,6.24,9.36,-2.09,-3,2061,-73,6680
824.4012,19.40,5.46,41.63,12,2051,-504,6912
824.4798,5.23,-5.85,-6.54,-3,2022,-124,8274
824.5359,22.38,-6.63,47.87,13,2020,-159,8336
824.6074,10.30,-23.40,-19.32,-3,1977,-661,10029
824.6678,20.34,-17.55,39.14,5,1992,-264,7604
824.7397,13.33,-32.76,-23.83,0,1953,-666,9768
824.8012,20.03,-30.81,36.85,8,1958,-211,10389
824.8738,18.82,-40.95,-6.86,0,1932,338,8173
824.9350,13.15,-43.29,8.24,0,1926,-147,17962
825.0064,24.20,-50.31,19.44,12,1908,-955,9226
825.0679,7.72,-57.33,-5.46,-6,1890,-24,7429
825.1393,19.23,-58.89,26.22,10,1886,-181,6298
825.2012,8.99,-64.35,-10.99,1,1872,-36,6460
825.2728,11.22,-63.96,19.99,2,1873,24,6656
825.3346,7.46,-68.64,-1.04,-1,1861,-124,9038
825.4066,10.55,-70.98,9.03,3,1855,-312,7312
825.4679,5.70,-71.76,-5.44,3,1853,-99,7305
825.5393,7.17,-71.37,10.45,2,1854,357,6749
825.6013,2.26,-73.71,-1.16,1,1848,-216,6707
825.6727,1.07,-72.93,6.58,-1,1850,38,8560
825.7346,-0.85,-72.54,-6.97,-2,1851,229,9755
825.8062,-1.77,-70.59,-13.81,-2,1856,-75,8510
825.8678,-4.82,-66.30,-14.50,-1,1867,154,11071
825.9431,2.26,-61.23,2.39,2,1880,-280,8164
826.0012,-11.52,-62.01,-26.59,-9,1878,232,6651
826.0737,-6.15,-57.33,-10.68,-2,1890,52,7648
826.1346,-9.66,-52.65,-14.09,-5,1902,369,11461
826.2062,-7.39,-46.02,-14.95,-3,1919,391,7317
826.2677,-12.60,-42.51,-14.29,-7,1928,-303,7526
826.3393,-9.66,-35.49,-18.58,-1,1946,-382,6941
826.4013,-17.52,-31.98,-26.73,-11,1955,492,6968
826.4718,-6.79,-22.23,-5.28,1,1980,182,6372
826.5348,-22.97,-21.06,-46.88,-12,1983,332,9390
826.6063,-5.74,-8.58,8.88,0,2015,65,8066
826.6677,-23.13,-9.75,-47.11,-5,2012,-13,9385
826.7391,-6.39,8.97,22.58,8,2060,783,6939
826.8013,-22.81,1.95,-46.41,-12,2042,-114,6768
826.8724,-8.19,21.45,17.91,-2,2092,564,8109
826.9348,-20.87,19.11,-38.17,-10,2086,137,9116
827.0065,-16.38,31.98,12.41,-5,2119,121,7718
827.0676,-14.43,31.98,-25.30,0,2119,-161,9199
827.1395,-11.54,41.73,3.65,-2,2144,-16,6417
827.2013,-11.75,41.34,-16.56,-3,2143,-32,6946
827.2727,-11.10,47.97,-1.45,-1,2160,496,6978
827.3346,-12.06,48.36,-8.97,-3,2161,258,6665
827.4063,-8.59,51.09,-2.80,0,2168,-140,7103
827.4677,-5.08,55.38,14.92,1,2179,-23,9301
827.5397,-11.81,52.65,-17.54,-5,2172,-161,6751
827.6013,2.67,58.50,25.98,10,2187,-361,9026
827.6728,-13.66,51.09,-37.31,-11,2168,-112,6441
827.7346,9.98,59.67,38.83,8,2190,111,6446
827.8059,-8.18,49.53,-37.62,-11,2164,-324,8498
827.8677,17.36,50.31,67.50,-12,2166,146,10689
827.9394,1.52,44.07,-28.57,-7,2150,-287,8010
828.0014,10.65,46.80,30.54,-2,2157,66,9333
828.0729,10.02,41.73,-10.21,11,2144,-527,8389
828.1346,10.51,39.78,27.23,2,2139,180,6316
828.2055,13.27,28.08,10.92,4,2109,83,6829
828.2677,8.78,24.57,17.17,-1,2100,-6,9289
828.3391,16.29,20.67,21.64,8,2090,622,6489
828.4010,8.96,12.09,4.75,-1,2068,292,7855
828.4724,19.58,3.90,29.31,9,2047,-553,6781
828.5347,7.79,-5.07,-5.06,-1,2024,-684,6403
828.6058,22.21,-6.24,41.06,12,2021,-280,6648
828.6677,7.68,-17.94,-13.02,-5,1991,-213,6680
828.7397,23.36,-21.06,39.22,12,1983,-625,6492
828.8011,7.90,-30.81,-16.78,-6,1958,-10,6618
828.8724,23.99,-29.25,45.21,10,1962,-11,6487
828.9345,16.03,-42.12,-2.09,7,1929,-410,8254
829.0061,19.20,-42.90,35.54,9,1927,-60,6403
829.0678,10.71,-56.94,-17.75,-1,1891,-236,6632
829.1393,20.87,-51.87,46.01,11,1904,25,6434
829.2012,9.51,-60.06,-24.74,1,1883,-539,8251
829.2724,18.40,-63.18,34.08,5,1875,-403,6478
829.3345,5.31,-65.91,-25.18,11,1868,-451,6690
829.4059,16.42,-63.96,35.15,6,1873,-201,6348
829.4677,2.84,-72.15,-27.18,11,1852,-280,6525
829.5396,7.51,-70.59,14.93,3,1856,132,6506
829.6011,6.30,-74.49,-1.99,2,1846,16,11772
829.6723,3.17,-72.15,7.31,0,1852,220,6893
829.7345,1.56,-73.71,-6.73,1,1848,42,6649
829.8062,-1.10,-71.76,-0.83,-2,1853,-77,7379
829.8677,-2.83,-70.20,-11.94,-2,1857,145,6355
829.9396,-2.38,-67.08,2.36,-2,1865,136,6433
830.0011,-9.04,-63.57,-19.39,-8,1874,429,7708
830.0742,-1.51,-59.67,1.90,3,1884,335,6856
830.1345,-14.26,-60.84,-30.01,-9,1881,147,8836
830.2064,-3.43,-52.65,14.80,3,1902,-36,6283
830.2678,-17.03,-52.65,-43.70,-10,1902,69,6361
830.3395,-6.75,-38.61,12.98,-7,1938,1288,6792
830.4012,-8.40,-39.39,-21.06,1,1936,-323,6439
830.4729,-19.53,-31.59,-27.12,-10,1956,194,6790
830.5344,-9.61,-23.40,-2.45,2,1977,62,6579
830.6062,-21.08,-18.72,-33.59,-8,1989,981,6366
830.6677,-6.53,-8.97,10.39,5,2014,52,6685
830.7390,-27.67,-6.63,-54.64,-18,2020,552,6607
830.8011,-3.13,3.12,26.73,9,2045,-832,6700
830.8727,-25.26,2.34,-48.62,-11,2043,39,6168
830.9345,-6.37,21.06,19.14,-3,2091,494,10106
831.0063,-22.37,21.06,-40.75,-12,2091,15,6352
831.0677,-6.93,32.37,17.90,6,2120,309,6951
831.1395,-23.36,30.81,-46.97,-15,2116,331,7248
831.2011,-2.52,44.07,32.57,5,2150,347,6718
831.2725,-26.22,40.56,-63.40,-18,2141,634,6753
831.3346,0.20,48.75,37.61,11,2162,24,9310
831.4074,-16.22,45.24,-32.65,-1,2153,34,12104
831.4677,-16.90,49.14,-8.90,-11,2163,330,7464
831.5394,0.64,57.72,13.23,3,2185,348,8483
831.6011,-14.35,56.55,-13.33,-9,2182,998,6483
831.6724,1.45,56.94,9.92,7,2183,-115,6519
831.7344,-13.49,51.48,-24.26,-9,2169,217,7851
