t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
330.3558,-39.13,-22.62,-48.74,-21,1979,803,6345
330.4176,-43.76,23.40,-47.87,-27,2097,1460,6694
330.4893,-31.71,44.07,-31.85,-19,2150,750,6783
330.5508,-17.75,66.30,-11.77,-8,2207,411,8301
330.6224,-9.09,71.37,-2.90,-2,2220,-133,6866
330.6841,14.56,71.76,29.04,10,2221,716,7679
330.7552,34.15,43.29,45.78,24,2148,-870,6745
330.8175,33.77,20.28,42.62,20,2089,-1183,6314
330.8889,40.47,-8.58,49.09,22,2015,-1131,6452
330.9508,34.74,-8.58,35.96,22,2015,-1131,6487
331.0224,28.04,-46.41,26.09,16,1918,-791,7114
331.0841,12.10,-64.35,5.34,4,1872,297,6495
331.1555,-2.07,-65.52,-16.64,-7,1869,133,7582
331.2175,-22.31,-56.16,-36.58,-13,1893,1194,6367
331.2891,-32.45,-42.90,-43.60,-20,1927,376,6219
331.3508,-39.24,-13.65,-48.77,-21,2002,1331,6482
331.4224,-40.67,25.74,-45.65,-25,2103,1630,6196
331.4842,-31.54,47.58,-32.88,-14,2159,721,6487
331.5553,-20.55,67.86,-7.41,-11,2211,833,6888
331.6175,-6.06,75.66,1.71,0,2231,1465,6172
331.6891,13.32,69.03,27.14,10,2214,-190,6731
331.7508,29.03,52.65,41.38,20,2172,-1052,6922
331.8226,33.24,21.45,43.97,18,2092,-1205,6582
331.8842,48.59,-5.46,61.03,30,2023,-1474,6538
331.9555,33.80,-43.29,29.57,16,1926,-761,6922
332.0175,24.55,-46.80,23.20,14,1917,-693,6318
332.0890,14.11,-64.35,8.89,7,1872,-264,6652
332.1509,-9.39,-69.81,-23.18,-7,1858,-209,6281
332.2225,-22.41,-56.55,-35.25,-14,1892,755,6297
332.2842,-28.07,-35.88,-38.13,-18,1945,837,6769
332.3553,-41.76,-3.51,-59.40,-25,2028,1498,6532
332.4175,-42.87,26.91,-47.43,-27,2106,1243,6185
332.4884,-27.58,53.04,-24.35,-12,2173,844,6632
332.5508,-25.52,64.74,-23.17,-12,2203,386,7278
332.6225,-5.70,69.81,3.52,0,2216,-25,6732
332.6842,14.21,68.64,38.72,11,2213,-237,6783
332.7554,33.05,59.67,38.28,19,2190,-988,6704
332.8175,29.99,31.59,37.95,19,2118,-953,6161
332.8882,45.12,-10.92,50.58,27,2009,-1036,6193
332.9508,42.22,-34.71,45.12,23,1948,-1282,6379
333.0225,24.04,-60.45,19.07,11,1882,-574,6387
333.0842,11.25,-67.08,5.19,3,1865,-577,6066
333.1553,-0.65,-64.35,-19.27,-3,1872,465,6990
333.2175,-24.31,-59.67,-39.05,-16,1884,513,6484
333.2881,-33.01,-27.69,-43.13,-20,1966,430,6046
333.3508,-36.39,-11.31,-45.75,-20,2008,890,6060
333.4225,-44.24,15.21,-52.37,-24,2076,1475,6646
333.4842,-22.96,56.55,-9.02,-12,2182,664,6815
333.5553,-14.81,66.69,-13.23,-4,2208,1000,6327
333.6174,-11.38,71.76,-6.15,-4,2221,40,6353
333.6884,13.54,68.25,38.86,14,2212,-378,7293
333.7508,35.28,39.39,49.05,24,2138,-2267,6948
333.8239,30.80,20.67,33.03,13,2090,-693,11102
333.8842,51.66,15.99,59.94,16,2078,-486,11080
333.9560,40.14,-43.68,35.52,24,1925,-1236,8914
334.0174,18.62,-60.84,8.27,7,1881,-766,7291
334.0882,17.98,-68.25,12.81,6,1862,-936,6159
334.1508,0.55,-69.03,-11.48,-1,1860,-477,6312
334.2224,-25.62,-63.96,-27.19,-5,1873,261,6585
334.2840,-53.34,-63.96,-72.30,-5,1873,261,6501
334.3553,-56.74,-5.46,-59.75,-33,2023,1609,6522
334.4173,-31.18,30.03,-25.29,-14,2114,485,7118
334.4883,-37.77,46.80,-43.61,-18,2157,551,7313
334.5508,-28.33,67.47,-20.10,-14,2210,619,6554
334.6214,0.13,70.98,12.54,6,2219,314,7021
334.6841,11.21,66.30,29.97,8,2207,-53,6705
334.7555,24.53,51.09,37.86,16,2168,-1322,7012
334.8174,36.19,16.77,47.59,24,2080,-819,6749
334.8885,43.18,-14.43,49.79,26,2000,-1238,6804
334.9508,36.35,-36.66,38.24,21,1943,-1201,6061
335.0216,19.14,-62.40,13.68,11,1877,-593,6823
335.0842,10.09,-66.69,3.82,3,1866,-90,6385
335.1559,-2.10,-68.25,-10.35,-3,1862,-44,6388
335.2173,-30.33,-60.06,-48.00,-14,1883,483,6496
335.2886,-36.06,-46.41,-45.69,-24,1918,1289,6848
335.3508,-35.07,-7.02,-42.68,-21,2019,1153,6555
335.4215,-45.09,21.45,-53.28,-26,2092,1347,6500
335.4842,-32.91,54.21,-20.53,-18,2176,1139,6852
335.5558,-13.09,69.03,-5.93,-5,2214,682,6886
335.6174,-5.40,70.59,1.87,-1,2218,145,6638
335.6884,13.08,65.91,37.51,13,2206,-482,7131
335.7508,33.53,65.91,47.04,13,2206,-482,6682
335.8219,38.59,16.77,50.86,25,2080,-759,7072
335.8842,42.69,16.77,42.69,25,2080,-759,7400
335.9565,40.12,-33.15,40.12,18,1952,-510,6890
336.0173,26.42,-57.72,20.09,14,1889,-780,6686
336.0888,13.80,-67.47,0.29,4,1864,95,7318
336.1509,-4.03,-67.08,-16.79,-3,1865,84,6576
336.2215,-24.58,-55.38,-38.97,-15,1895,644,6286
336.2841,-27.58,-55.38,-38.17,-15,1895,644,6531
336.3548,-40.46,-12.48,-52.44,-21,2005,962,6842
336.4173,-40.56,24.57,-48.03,-23,2100,1308,6253
336.4887,-31.55,56.16,-23.14,-15,2181,290,7133
336.5507,-11.41,70.98,-4.13,-3,2219,547,7311
336.6214,-3.50,69.42,4.62,0,2215,-121,6392
336.6841,14.15,69.42,27.51,10,2215,-41,6503
336.7548,34.48,46.80,45.30,22,2157,-1294,7310
336.8174,32.12,23.40,38.61,22,2097,-1344,6338
336.8884,44.19,-14.04,51.26,26,2001,-1031,7177
336.9507,36.68,-36.27,36.23,22,1944,-1021,6656
337.0214,19.35,-62.01,12.74,12,1878,-309,5989
337.0841,11.13,-68.25,4.01,3,1862,-508,6348
337.1547,-4.15,-66.30,-12.52,-1,1867,226,6186
337.2174,-34.41,-61.23,-52.14,-13,1880,429,6155
337.2884,-37.21,-33.93,-45.57,-26,1950,1148,7130
337.3507,-38.63,0.39,-46.73,-21,2038,744,6226
337.4214,-46.68,30.03,-53.70,-27,2114,1305,6463
337.4841,-31.09,30.03,-27.90,-27,2114,1305,6454
337.5549,-13.23,63.18,-7.07,-8,2199,653,6327
337.6173,-5.25,71.37,2.70,-1,2220,229,6695
337.6885,15.88,67.86,40.98,16,2211,-112,6778
337.7507,32.75,42.12,43.84,21,2145,-768,6391
337.8215,38.09,14.43,46.50,24,2074,-838,6254
337.8841,41.55,-10.92,49.41,23,2009,-1678,6585
337.9548,36.54,-35.10,39.34,20,1947,-841,6352
338.0173,17.85,-57.72,10.80,17,1889,-1380,6550
338.0885,8.56,-65.52,-1.62,5,1869,-204,7559
338.1507,-7.74,-65.52,-17.57,-4,1869,373,6599
338.2213,-27.23,-56.55,-41.14,-13,1892,766,6132
338.2840,-34.49,-26.52,-45.74,-20,1969,974,6524
338.3548,-45.96,-1.56,-58.65,-26,2033,999,6184
338.4173,-36.48,36.27,-38.69,-23,2130,1212,6704
338.4882,-26.46,47.19,-25.53,-17,2158,475,6957
338.5507,-14.97,47.19,-8.64,-17,2158,475,6470
338.6215,-4.05,71.37,5.96,3,2220,277,6711
338.6840,23.30,69.42,39.22,7,2215,-37,6694
338.7548,31.44,41.73,39.95,22,2144,-425,6600
338.8173,36.30,18.72,43.86,19,2085,-1074,6381
338.8881,47.91,-7.80,55.41,24,2017,-1108,6608
338.9507,33.10,-45.24,30.80,17,1921,-369,6114
339.0234,20.23,-61.62,15.35,9,1879,-657,10355
339.0842,13.36,-64.74,8.02,5,1871,-75,11266
339.1567,-12.44,-69.03,-25.28,-1,1860,248,9863
339.2173,-31.21,-50.31,-42.53,-21,1908,935,6433
339.2882,-33.28,-33.54,-42.31,-19,1951,1085,6331
339.3507,-47.87,-1.56,-59.09,-26,2033,986,6532
339.4214,-37.12,34.71,-38.36,-22,2126,1221,6616
339.4841,-30.37,55.77,-30.30,-16,2180,789,7110
339.5549,-13.44,69.03,-6.04,-10,2214,187,6726
339.6173,-0.07,70.98,8.97,3,2219,-20,6595
339.6882,22.24,62.40,37.59,15,2197,-887,6718
339.7507,27.55,37.44,37.18,19,2133,-1078,6299
339.8214,38.91,30.81,50.74,18,2116,-1027,6578
339.8841,42.75,-11.31,48.55,26,2008,-1215,6470
339.9548,29.79,-11.31,30.18,26,2008,-1215,6119
340.0174,25.01,-58.89,19.42,12,1886,-796,6450
340.0883,6.74,-67.86,-1.26,5,1863,-279,6325
340.1507,-9.69,-65.13,-19.33,-9,1870,259,6392
340.2214,-26.62,-51.87,-39.44,-18,1904,1060,6724
340.2840,-34.03,-32.37,-44.86,-21,1954,893,6875
340.3548,-41.30,-3.12,-51.03,-24,2029,1580,6637
340.4174,-39.94,32.76,-44.21,-24,2121,1114,6954
340.4882,-25.52,53.43,-21.86,-15,2174,1279,6868
340.5507,-12.42,69.81,-5.59,-4,2216,320,6423
340.6214,-1.96,70.20,7.19,1,2217,16,7325
340.6840,22.31,64.35,37.96,15,2202,-666,6730
340.7547,29.93,40.95,39.76,21,2142,-774,6478
340.8174,39.99,13.26,48.70,26,2071,-1220,7351
340.8882,39.98,-5.85,44.96,25,2022,-1411,6832
340.9507,35.34,-5.85,37.58,25,2022,-1411,6275
341.0213,17.50,-63.57,9.89,8,1874,-310,7481
341.0840,8.04,-67.47,0.96,1,1864,-343,6246
341.1551,-1.16,-65.13,-17.74,-1,1870,248,7426
341.2174,-30.54,-51.48,-45.53,-21,1905,964,7464
341.2883,-33.30,-24.18,-42.86,-21,1975,910,6364
341.3507,-41.03,0.39,-50.81,-23,2038,992,6294
341.4216,-40.95,35.49,-43.64,-25,2128,1634,7360
341.4840,-25.03,58.50,-21.05,-14,2187,698,6765
341.5547,-13.01,66.30,-6.61,-9,2207,794,6631
341.6174,-1.95,72.54,7.49,-1,2223,-230,7267
341.6885,23.15,72.54,38.74,-1,2223,-230,6481
341.7506,33.29,37.83,44.59,23,2134,-955,6591
