t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
560.4136,3.11,36.66,3.11,1,2131,-4,6951
560.4858,5.85,35.88,10.38,4,2129,-194,6356
560.5471,3.80,28.08,1.90,3,2109,-461,8872
560.6192,5.58,27.69,7.64,5,2108,-448,9020
560.6803,5.57,24.57,2.08,3,2100,-345,8575
560.7517,7.66,19.50,9.38,3,2087,-861,6499
560.8136,4.54,17.94,0.52,4,2083,-186,9963
560.8850,7.62,15.21,9.73,-1,2076,-59,9219
560.9470,3.53,7.41,0.91,1,2056,-495,8856
561.0195,8.48,5.46,11.48,5,2051,-181,11130
561.0803,2.22,-0.39,-1.69,0,2036,132,8790
561.1565,8.51,-1.17,11.84,6,2034,-74,13587
561.2137,4.05,-7.80,2.41,1,2017,-143,10962
561.2855,6.25,-9.75,8.17,4,2012,-91,7757
561.3472,2.78,-12.87,0.95,3,2004,250,7039
561.4229,9.14,-14.43,14.43,4,2000,284,10735
561.4803,5.58,-19.50,3.34,2,1987,-99,8809
561.5519,6.36,-26.52,4.89,1,1969,-1362,6495
561.6137,6.72,-24.96,9.29,2,1973,-170,7472
561.6854,3.36,-26.91,1.91,0,1968,42,5855
561.7469,8.07,-28.47,10.57,2,1964,-118,6567
561.8191,3.96,-35.10,3.43,1,1947,-298,7404
561.8805,3.92,-39.39,4.61,0,1936,-203,6281
561.9519,4.01,-40.17,6.39,0,1934,52,6457
562.0137,4.50,-41.73,5.60,2,1930,0,7867
562.0854,3.73,-44.85,2.54,3,1922,-124,6465
562.1469,4.16,-47.19,2.79,3,1916,-272,7549
562.2188,1.69,-53.43,5.04,1,1900,-422,7634
562.2803,1.88,-55.77,1.42,0,1894,94,6931
562.3511,4.43,-57.33,2.52,3,1890,-389,7424
562.4136,1.77,-56.55,1.26,-1,1892,-6,7372
562.4853,4.74,-60.06,5.52,2,1883,-272,6849
562.5470,1.61,-61.62,3.19,-2,1879,-153,12854
562.6192,0.40,-63.57,-1.52,1,1874,-127,8936
562.6803,-0.22,-63.18,1.73,0,1875,62,6855
562.7517,2.75,-65.52,1.44,2,1869,-52,8383
562.8137,1.27,-66.30,0.96,2,1867,178,7941
562.8853,-0.13,-65.91,-1.23,-1,1868,-110,6587
562.9470,3.68,-65.91,5.86,3,1868,-36,11022
563.0192,1.17,-67.08,-1.28,0,1865,70,7776
563.0803,0.29,-66.30,-1.15,0,1867,247,6575
563.1521,1.91,-69.81,5.26,1,1858,-1046,7146
563.2137,-3.37,-69.03,-7.45,-3,1860,-56,6286
563.2856,0.53,-67.08,2.52,0,1865,-65,6437
563.3470,-0.40,-65.91,-0.97,0,1868,538,10207
563.4188,-0.08,-67.08,0.27,0,1865,-59,7354
563.4804,-1.23,-67.08,-1.97,0,1865,-81,6786
563.5526,-1.00,-65.91,-0.97,0,1868,2,9681
563.6137,-0.72,-65.91,0.77,-2,1868,189,9187
563.6854,0.23,-65.91,0.39,1,1868,-335,7163
563.7470,-3.32,-65.52,-4.61,2,1869,-49,9729
563.8190,-2.91,-63.57,2.26,1,1874,49,6581
563.8803,-3.56,-63.96,-6.04,0,1873,19,8227
563.9518,3.85,-59.67,9.89,8,1884,80,6243
564.0136,-11.89,-60.84,-18.79,-8,1881,433,6918
564.0853,-0.50,-58.11,1.07,2,1888,-271,7455
564.1472,-6.01,-58.11,-7.09,-4,1888,-239,9460
564.2188,-8.34,-54.21,-6.96,-5,1898,286,7079
564.2802,-0.28,-48.36,0.09,1,1913,-3,6372
564.3521,-8.00,-46.41,-10.23,-6,1918,483,6182
564.4138,-0.54,-42.51,0.92,1,1928,-57,6025
564.4844,-7.42,-43.29,-8.63,-4,1926,15,6424
564.5472,-6.62,-39.39,-4.90,-3,1936,170,9334
564.6187,-8.36,-37.83,-4.33,-4,1940,10,6463
564.6805,-3.94,-32.37,-3.92,-2,1954,612,6686
564.7520,-9.01,-30.42,-7.90,-5,1959,113,7004
564.8138,-6.19,-27.30,-4.89,-3,1967,99,6018
564.8849,-4.84,-24.57,-5.15,-2,1974,196,7123
564.9471,-4.46,-20.28,-3.81,-1,1985,574,6821
565.0190,-5.76,-17.55,-6.49,-3,1992,231,6527
565.0807,-8.61,-13.65,-10.86,-5,2002,401,9671
565.1517,-2.21,-11.70,3.78,-2,2007,313,6285
565.2137,-9.09,-9.75,-12.12,-5,2012,-32,5971
565.2849,-3.91,-3.90,-2.10,-2,2027,40,6891
565.3472,-5.63,0.00,-5.61,-3,2037,266,7014
565.4192,-3.51,6.24,-1.72,-2,2053,1104,6124
565.4806,-3.19,6.63,-1.65,0,2054,64,8996
565.5524,-7.47,10.14,-11.64,-5,2063,161,7915
565.6136,-4.78,17.16,-2.96,-2,2081,296,8566
565.6851,-6.92,14.04,-11.01,-4,2073,-1176,6525
565.7469,-3.52,23.40,-0.04,-1,2097,12,6736
565.8198,-4.88,25.35,-4.90,-2,2102,-16,7326
565.8805,-4.61,29.25,-3.75,-2,2112,105,6849
565.9517,-3.03,33.54,-3.31,-1,2123,150,6148
566.0136,-3.37,35.49,-4.07,-2,2128,-168,7964
566.0851,-6.42,38.61,-7.65,-5,2136,160,6920
566.1470,-2.21,41.73,0.76,0,2144,-159,6415
566.2177,-9.28,43.29,-11.55,-6,2148,161,6278
566.2804,-0.77,47.58,1.65,3,2159,9,6666
566.3518,-10.23,48.36,-14.41,-7,2161,333,6014
566.4136,-2.58,52.26,2.44,-3,2171,540,6044
566.4851,-6.27,53.82,-7.61,-1,2175,419,6671
566.5472,-1.34,59.28,3.12,0,2189,162,8240
566.6184,-5.63,57.72,-10.10,-3,2185,126,6531
566.6805,-1.27,62.40,1.65,1,2197,91,6584
566.7523,-5.26,62.40,-6.87,-3,2197,-102,7071
566.8135,-4.32,64.74,-3.42,-2,2203,88,7775
566.8853,-3.45,65.13,-5.36,0,2204,-132,6781
566.9472,-1.98,66.69,2.64,0,2208,-211,6817
567.0184,-0.95,66.69,3.00,0,2208,-446,6401
567.0807,-4.83,69.03,-4.90,-3,2214,88,7234
567.1521,0.02,71.76,0.78,2,2221,-93,7088
567.2136,-1.22,71.76,0.47,-1,2221,70,6908
567.2850,-0.57,71.76,-1.47,0,2221,-136,6887
567.3470,1.44,73.32,3.74,2,2225,2,6452
567.4181,-2.49,72.54,-3.97,-2,2223,139,6351
567.4806,0.15,73.32,0.24,0,2225,86,7012
567.5520,0.06,72.93,0.53,0,2224,0,7538
567.6137,0.75,73.71,1.38,1,2226,-61,10333
567.6850,-0.26,68.64,0.35,-1,2213,-660,7253
567.7470,1.15,70.20,1.34,1,2217,-537,10377
567.8184,1.21,71.76,2.79,-1,2221,129,7164
567.8805,2.94,69.81,1.75,2,2216,79,7399
567.9522,-0.56,69.81,-0.48,0,2216,-122,7501
568.0136,3.41,69.81,5.11,2,2216,-234,10533
568.0849,1.31,60.84,0.98,0,2193,-1876,6704
568.1469,2.49,65.13,2.17,2,2204,-136,8670
568.2181,3.68,63.96,3.68,2,2201,36,10629
568.2805,2.94,60.84,3.89,1,2193,-272,7101
568.3562,1.47,59.28,0.67,1,2189,-37,11461
568.4136,2.00,57.33,-3.21,0,2184,94,14428
568.4859,3.06,56.94,7.18,3,2183,-43,6797
568.5470,3.65,51.09,2.50,2,2168,-93,6568
568.6183,6.30,48.75,7.41,5,2162,-264,6796
568.6803,1.95,47.19,0.15,0,2158,27,6777
568.7516,3.55,42.90,0.83,2,2147,-282,6624
568.8135,5.68,42.51,6.99,4,2146,-120,7125
568.8850,3.96,40.17,3.68,2,2140,207,6448
568.9471,7.53,37.05,9.01,5,2132,-177,7968
569.0194,3.17,30.81,0.68,3,2116,-393,7608
569.0804,4.46,30.42,6.21,2,2115,-132,9805
569.1518,4.82,25.35,2.12,2,2102,-108,6740
569.2136,5.33,23.01,5.78,2,2096,-15,6989
569.2851,4.47,17.55,3.59,2,2082,-303,6717
569.3469,4.10,16.77,4.79,2,2080,147,9142
569.4182,5.47,12.48,7.05,2,2069,-220,6396
569.4802,7.92,9.36,8.30,6,2061,-559,6198
569.5519,2.84,1.56,0.57,0,2041,-268,8162
569.6136,3.43,-1.17,2.67,2,2034,-91,6713
569.6852,6.01,1.17,10.24,4,2040,1009,6886
569.7470,3.44,-9.36,-0.02,1,2013,167,7972
569.8182,8.28,-8.58,11.59,-1,2015,168,6774
569.8802,3.92,-15.21,0.02,2,1998,-312,6288
569.9517,8.83,-15.99,9.46,7,1996,-397,6187
570.0136,4.10,-21.45,1.73,1,1982,-53,6433
570.0851,3.95,-24.57,2.63,5,1974,235,6219
570.1472,5.48,-28.47,4.61,2,1964,-787,9366
570.2204,8.20,-26.52,8.80,4,1969,273,11043
570.2803,1.19,-33.93,-2.35,-1,1950,-19,7405
570.3520,10.05,-32.76,15.41,5,1953,241,6923
570.4136,1.76,-40.17,-1.25,1,1934,-154,7185
570.4856,6.00,-42.12,8.43,2,1929,-632,8761
570.5469,5.37,-43.68,3.67,4,1925,130,11992
570.6206,3.46,-44.85,7.59,2,1922,-124,8666
570.6804,2.34,-53.04,-1.57,1,1901,-427,9059
570.7519,4.00,-47.19,5.79,2,1916,638,6051
570.8135,6.08,-54.99,6.17,5,1896,-359,6746
570.8853,2.29,-55.77,-0.98,1,1894,152,6220
570.9471,6.05,-56.94,9.36,1,1891,-75,6476
571.0186,-0.69,-61.62,-5.45,1,1879,-63,6647
571.0803,4.28,-61.62,5.93,2,1879,-87,6089
571.1518,-0.14,-64.35,-1.34,-2,1872,-85,6488
571.2135,4.40,-62.01,6.57,4,1878,168,6168
571.2854,0.97,-65.13,-0.47,0,1870,211,6238
571.3470,1.75,-65.52,0.22,0,1869,-104,6176
571.4184,1.99,-65.13,0.95,1,1870,270,6418
571.4803,-0.00,-66.69,-3.96,2,1866,91,6013
571.5521,3.40,-65.91,5.59,2,1868,-325,6244
571.6136,0.33,-67.86,-1.32,1,1863,-73,6751
571.6862,1.08,-65.91,2.40,1,1868,321,6152
571.7510,1.53,-68.64,1.08,1,1861,-136,10041
571.8193,-0.21,-69.81,-0.23,-1,1858,223,8992
571.8803,1.61,-67.47,1.32,1,1864,-146,8580
571.9519,-0.53,-66.69,-0.44,-1,1866,91,6342
572.0136,1.85,-68.25,3.51,1,1862,-723,9138
572.0850,-0.79,-66.30,0.76,0,1867,-14,6683
572.1470,-2.91,-65.91,-3.91,-1,1868,117,6540
572.2185,-3.43,-64.74,-5.34,-2,1871,384,6398
572.2803,1.10,-63.96,1.77,1,1873,-16,6546
572.3518,-2.86,-63.57,-3.95,0,1874,-11,6490
572.4137,-0.06,-62.01,0.36,0,1878,87,6309
