t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
445.7471,-23.49,-14.04,-30.15,-7,2001,417,6463
445.8191,-21.76,7.41,-17.00,-14,2056,923,6287
445.8806,-21.19,23.40,-22.54,-11,2097,448,9083
445.9528,-21.59,34.32,-16.44,-14,2125,765,8004
446.0136,-18.06,48.36,-15.72,-9,2161,471,6511
446.0854,-19.20,62.01,-14.52,-8,2196,549,8571
446.1472,-10.92,66.30,-9.17,-3,2207,218,6962
446.2194,-7.28,72.15,2.67,0,2222,-104,8031
446.2807,-3.20,70.20,-1.17,1,2217,-398,9044
446.3524,1.84,70.20,5.09,1,2217,-398,6863
446.4137,4.69,66.69,8.51,4,2208,-299,7816
446.4849,14.01,58.89,20.53,11,2188,-540,6685
446.5472,10.49,49.14,14.84,5,2163,-204,7426
446.6178,16.98,35.49,18.11,8,2128,-260,6349
446.6805,19.38,25.74,23.54,9,2103,-413,6344
446.7523,21.86,5.85,21.49,10,2052,-761,7304
446.8135,24.13,-3.12,30.53,10,2029,-50,6734
446.8849,19.34,-24.18,15.01,8,1975,-636,6725
446.9470,23.87,-28.47,29.04,12,1964,-162,6182
447.0177,12.22,-48.75,1.29,3,1912,-743,6053
447.0804,22.50,-52.65,30.88,12,1902,-764,6604
447.1520,12.91,-65.13,-3.13,2,1870,-194,6683
447.2136,5.10,-64.35,4.10,-3,1872,-60,6509
447.2851,5.28,-65.13,1.82,2,1870,-163,6255
447.3470,-3.06,-66.30,-8.99,-5,1867,28,6438
447.4181,-4.27,-62.79,-6.41,-2,1876,301,6659
447.4805,-11.30,-56.55,-15.93,-7,1892,84,6424
447.5520,-15.56,-42.51,-13.85,-9,1928,448,6917
447.6136,-17.59,-32.37,-23.40,-11,1954,818,6407
447.6850,-21.99,-19.89,-26.29,-13,1986,993,6603
447.7470,-18.64,-6.63,-19.90,-9,2020,533,6579
447.8182,-28.23,8.97,-33.64,-18,2060,464,6278
447.8804,-16.12,24.18,-14.80,-5,2099,361,6467
447.9521,-25.55,35.88,-22.14,-15,2129,797,7049
448.0136,-14.31,47.19,-11.93,-4,2158,99,6547
