t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
727.5451,14.45,-51.87,17.32,6,1885,53,7134
727.6066,-0.93,-62.01,-13.23,-3,1859,126,6734
727.6784,3.27,-54.21,5.34,-4,1879,238,6022
727.7399,5.13,-57.72,0.37,8,1870,-724,7460
727.8107,-15.94,-58.11,-26.15,-14,1869,173,6427
727.8734,-0.18,-39.39,1.61,0,1917,49,6151
727.9447,-13.86,-37.05,-22.94,-6,1923,303,7801
728.0067,-18.40,-14.82,-18.40,-16,1980,991,11446
728.0789,-12.08,-4.68,-16.08,-8,2006,464,8590
728.1400,-19.86,13.26,-27.37,-15,2052,910,10027
728.2108,-13.38,24.18,-12.07,-13,2080,686,7165
728.2735,-15.51,39.78,-17.19,-10,2120,414,6544
728.3449,-16.05,52.65,-15.41,-12,2153,191,7352
728.4066,-9.78,60.06,-6.35,-8,2172,388,6457
728.4786,-17.68,66.30,-22.30,-4,2188,137,6165
728.5400,-4.96,81.51,3.29,-2,2227,-343,6764
728.6112,-1.41,81.12,1.87,3,2226,-117,6912
728.6735,-4.86,81.12,-2.91,1,2226,-25,6147
728.7444,4.57,82.68,11.95,3,2230,-66,7317
728.8067,10.70,78.39,16.46,7,2219,-547,6477
728.8783,7.22,78.39,11.60,7,2219,-547,6254
728.9399,13.00,52.65,17.73,11,2153,-379,6660
729.0112,11.06,41.73,12.72,10,2125,-374,6739
729.0735,20.10,28.08,25.11,16,2090,-621,6390
729.1443,15.65,10.92,15.65,8,2046,-522,6874
729.2067,20.61,-1.56,20.61,10,2014,-1049,5995
729.2784,19.04,-15.60,17.86,8,1978,-525,6480
729.3399,20.69,-30.03,19.08,11,1941,-746,6923
729.4112,12.73,-39.39,9.16,3,1917,-435,6191
729.4736,16.87,-44.85,14.65,10,1903,-648,6483
729.5446,7.59,-54.60,1.40,3,1878,-173,6770
729.6066,8.61,-60.06,4.14,7,1864,-529,6205
729.6783,-3.58,-58.50,-10.66,-8,1868,414,6536
729.7399,5.30,-53.04,6.24,3,1882,59,6551
729.8119,-9.02,-58.11,-19.14,-3,1869,-1165,6038
729.8736,-11.38,-48.36,-15.04,-13,1894,1077,6269
729.9451,-5.25,-48.36,-6.32,-13,1894,1077,6805
730.0067,-20.85,-21.45,-31.82,-15,1963,466,6325
730.0785,-10.21,0.00,-6.49,-10,2018,634,6512
730.1399,-19.03,2.34,-26.98,-4,2024,97,6731
730.2114,-29.67,25.35,-35.91,-22,2083,995,6272
730.2736,-8.86,37.83,-3.80,-12,2115,761,6695
730.3451,-22.36,47.97,-29.16,-14,2141,211,6612
730.4068,-8.03,66.69,0.34,-4,2189,196,6400
730.4788,-13.65,68.64,-15.86,-6,2194,77,6694
730.5400,-9.04,80.34,-1.97,-6,2224,452,6662
730.6111,-5.03,81.12,-2.14,2,2226,-251,6182
730.6735,-4.67,80.73,-1.27,-2,2225,49,6656
730.7443,5.37,79.95,13.23,7,2223,-361,6667
730.8066,3.52,79.95,3.73,7,2223,-361,6344
730.8784,9.36,67.08,17.36,7,2190,-113,7140
730.9400,20.95,53.04,30.13,19,2154,-795,6603
731.0115,6.82,36.66,5.90,3,2112,-369,6032
731.0735,19.06,31.59,27.40,9,2099,-423,7121
731.1448,15.75,6.24,16.31,10,2034,-1058,6276
731.2067,18.16,1.56,24.27,6,2022,-178,6267
731.2782,21.30,-15.60,23.96,12,1978,-555,7176
731.3400,16.64,-32.37,12.01,10,1935,-1097,6170
731.4117,14.18,-32.37,14.58,10,1935,-1097,6040
731.4736,16.73,-51.87,13.78,11,1885,-796,6715
731.5447,3.36,-56.55,-4.45,-2,1873,-85,6095
731.6066,9.20,-55.38,8.10,4,1876,-35,5933
731.6785,0.42,-62.01,-7.82,2,1859,-595,6987
731.7400,-3.07,-60.45,-8.10,-5,1863,37,6432
731.8115,-3.63,-51.87,-9.67,-2,1885,21,6375
731.8733,-9.13,-39.78,-14.15,-11,1916,619,6399
731.9447,-15.96,-33.54,-25.63,-11,1932,266,5962
732.0066,-11.21,-18.72,-12.59,-9,1970,782,5904
732.0783,-17.89,-11.70,-26.13,-6,1988,140,6503
732.1401,-14.63,14.04,-13.82,-12,2054,476,6192
732.2112,-19.30,26.13,-24.27,-11,2085,534,6163
732.2735,-16.12,37.83,-13.42,-15,2115,837,6854
732.3446,-13.80,50.70,-12.38,-7,2148,265,6826
732.4067,-19.82,60.45,-22.38,-11,2173,772,6218
732.4783,-8.86,67.86,-3.03,-4,2192,-1900,7164
732.5401,-9.12,76.05,-8.98,-3,2213,133,6310
732.6116,-7.71,78.39,-5.68,-5,2219,-16,6711
732.6734,1.76,84.24,9.81,-1,2234,254,7085
732.7444,3.07,77.22,7.10,5,2216,-318,6329
732.8066,3.27,73.32,7.01,2,2206,-296,6240
732.8779,12.38,67.86,20.86,6,2192,-28,6778
732.9400,12.01,49.53,13.36,10,2145,-250,6497
733.0112,10.74,40.56,13.54,5,2122,-287,6501
733.0733,22.21,26.52,26.56,19,2086,-910,7088
733.1448,12.47,10.53,11.27,14,2045,-715,6201
733.2067,14.21,10.53,17.19,14,2045,-715,10169
733.2776,22.98,-13.26,24.26,16,1984,-888,5964
733.3399,10.89,-33.93,6.68,4,1931,-721,6484
733.4107,17.89,-40.56,21.01,9,1914,-496,7175
733.4734,9.43,-53.82,2.05,4,1880,-223,6481
733.5452,6.41,-53.43,3.51,-1,1881,438,7298
733.6067,14.30,-54.60,16.31,8,1878,-243,7537
733.6780,-4.94,-63.18,-19.06,-6,1856,-79,6631
733.7401,-0.70,-53.43,0.15,-12,1881,518,6100
733.8111,5.86,-51.48,3.80,8,1886,-650,6546
733.8733,-20.50,-46.41,-38.97,-15,1899,984,6664
733.9444,-5.86,-40.56,-0.59,-23,1914,753,5940
734.0066,-0.38,-20.67,-2.87,7,1965,-490,6780
734.0780,-36.50,-15.99,-53.95,-23,1977,1035,6060
734.1400,-6.59,17.94,3.61,-2,2064,298,6309
734.2113,-21.38,20.67,-31.93,-12,2071,468,6694
734.2734,-17.39,34.71,-11.36,-23,2107,1180,6161
734.3447,-11.31,49.53,-10.95,-3,2145,94,6138
734.4069,-27.06,62.40,-35.79,-19,2178,1124,7183
734.4782,-2.51,65.91,10.34,-21,2187,543,6781
734.5401,-11.05,72.54,-16.10,5,2204,-623,6006
734.6117,-14.35,77.22,-11.05,-15,2216,66,6825
734.6733,9.54,87.36,23.03,7,2242,-38,6392
734.7446,-1.24,75.27,-1.62,3,2211,-49,6251
734.8066,3.58,75.27,12.06,3,2211,-49,6759
734.8780,15.11,69.81,23.61,11,2197,-648,6313
734.9401,4.81,49.92,4.12,3,2146,-91,6179
