t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
772.6107,-7.16,58.11,-4.76,-5,2167,287,6690
772.6734,3.51,64.35,8.95,1,2183,214,6192
772.7439,-8.28,61.62,-12.31,-7,2176,243,6835
772.8065,-0.86,68.25,3.32,-5,2193,384,6561
772.8776,0.20,67.86,-0.57,1,2192,-316,7066
772.9399,-6.90,68.64,-9.48,-2,2194,-37,6691
773.0106,-3.99,74.49,-1.62,-4,2209,429,6229
773.0734,1.50,74.49,4.49,-4,2209,429,6132
773.1440,-8.09,73.32,-10.89,-2,2206,90,7076
773.2066,1.40,77.22,6.66,-5,2216,89,6207
773.2777,3.38,77.61,0.17,5,2217,-277,7334
773.3399,-7.53,78.39,-9.61,-7,2219,622,6816
773.4106,1.45,82.29,4.32,-2,2229,101,6361
773.4734,0.26,81.12,0.34,2,2226,25,6247
773.5439,-2.68,82.29,-3.18,-2,2229,38,7151
773.6065,-0.65,83.85,0.92,-1,2233,140,6519
773.6778,1.04,83.46,0.88,1,2232,38,7053
773.7399,-1.04,81.51,-1.11,-1,2227,-253,7308
773.8105,-0.67,82.68,-0.57,0,2230,23,6465
773.8733,-0.03,83.07,0.47,0,2231,44,6647
773.9439,1.41,83.46,2.63,1,2232,343,6758
774.0065,0.33,81.51,-0.22,2,2227,85,6266
774.0771,0.10,80.73,0.61,0,2225,49,6655
774.1399,1.09,81.12,1.60,2,2226,-86,7242
774.2125,-1.19,78.78,-2.37,1,2220,459,11401
774.2733,0.20,80.73,1.12,-1,2225,454,9288
774.3459,6.19,76.83,8.99,5,2215,-110,10034
774.4066,-2.59,71.76,-7.50,-1,2202,-239,6386
774.4783,4.88,74.49,7.80,-3,2209,144,6616
774.5399,5.05,74.10,3.77,7,2208,99,7286
774.6118,3.01,67.86,2.95,1,2192,-379,6360
774.6735,1.94,67.47,1.73,0,2191,-11,6714
774.7453,2.00,65.52,2.51,0,2186,-16,7545
774.8066,-2.15,60.84,-5.47,-2,2174,-207,6687
774.8783,6.58,55.77,11.39,1,2161,-1699,6201
774.9400,4.98,54.60,4.58,4,2158,-500,6938
775.0116,1.42,54.99,0.76,-1,2159,208,6885
775.0735,5.49,50.70,6.26,4,2148,-97,6227
775.1448,0.18,47.58,-1.97,-1,2140,42,6665
775.2066,5.18,46.02,7.80,4,2136,-285,6642
775.2779,6.01,43.29,7.17,4,2129,-230,6399
775.3400,3.60,39.39,3.21,2,2119,-145,6995
775.4116,3.46,36.66,3.00,3,2112,-218,6456
775.4735,3.45,34.32,4.92,0,2106,-6,6252
775.5450,6.39,30.42,8.65,4,2096,-124,7405
775.6066,1.48,29.64,-1.52,3,2094,968,6423
775.6784,6.39,24.57,9.74,4,2081,-203,6129
775.7400,2.54,17.55,0.76,2,2063,250,6828
775.8117,6.46,17.55,7.92,2,2063,250,6517
775.8734,2.04,10.53,-0.01,4,2045,-636,6906
775.9446,3.01,7.80,3.28,2,2038,2,6677
776.0066,4.67,1.95,5.07,3,2023,-468,6760
776.0791,4.83,0.78,4.90,4,2020,-347,6285
776.1401,1.77,-0.78,0.25,2,2016,-82,7582
776.2121,3.90,-7.02,2.34,2,2000,-150,6649
776.2734,5.55,-9.36,8.23,2,1994,-141,7063
776.3450,5.73,-9.75,6.17,5,1993,-121,8117
776.4066,0.13,-15.99,-1.30,3,1977,-238,6570
776.4779,9.22,-17.55,13.52,6,1973,-512,6504
776.5399,1.75,-21.84,-1.33,1,1962,164,6899
776.6114,3.99,-23.79,6.23,-1,1957,56,6051
776.6735,4.94,-27.30,4.46,5,1948,-221,6538
776.7449,0.92,-29.25,0.72,-1,1943,97,6748
776.8066,8.50,-31.20,12.28,7,1938,-262,6743
776.8781,2.41,-37.05,0.62,2,1923,-202,6125
776.9400,4.53,-37.05,5.53,-1,1923,-61,6662
777.0111,1.01,-40.17,-1.15,1,1915,-174,6806
777.0734,3.55,-42.90,2.41,2,1908,99,6563
777.1450,0.96,-43.29,0.84,-3,1907,54,6542
777.2066,9.78,-43.29,14.56,8,1907,-200,6628
777.2788,1.26,-46.80,-2.07,8,1898,-567,6270
777.3400,1.09,-51.09,1.65,-2,1887,260,7101
777.4110,4.01,-52.26,4.12,3,1884,-95,6103
777.4735,-1.09,-54.21,-4.36,1,1879,71,6458
777.5446,4.56,-54.21,8.05,2,1879,-165,6778
777.6066,-1.65,-54.21,-6.34,2,1879,-165,6199
777.6779,3.92,-54.21,6.89,-4,1879,81,6084
777.7402,6.92,-58.11,6.09,7,1869,-308,7165
777.8112,-3.59,-62.01,-8.07,-5,1859,-234,6364
777.8734,5.27,-56.16,8.95,3,1874,121,6605
777.9445,3.28,-59.67,0.09,6,1865,-123,6881
778.0067,-2.37,-60.45,-5.39,-1,1863,40,6710
778.0778,1.45,-58.89,2.18,-1,1867,232,6187
778.1401,1.04,-60.06,-0.44,2,1864,-94,7206
778.2110,-0.64,-60.45,-1.89,-1,1863,-6,6296
778.2735,2.74,-58.11,5.07,3,1869,113,6290
778.3450,-1.51,-60.06,-4.09,0,1864,-37,6747
778.4066,-3.39,-60.45,-5.09,-2,1863,-30,6397
778.4780,2.22,-56.16,4.84,3,1874,-190,6399
778.5400,-4.04,-57.72,-7.54,-2,1870,-61,7187
778.6113,-1.03,-51.87,2.45,-3,1885,102,6439
778.6734,0.31,-54.21,-0.55,5,1879,-248,6320
778.7448,-6.93,-54.21,-11.93,-6,1879,169,6788
778.8066,-0.87,-48.75,2.06,-1,1893,5,6512
778.8779,0.17,-49.14,0.55,2,1892,-147,6678
778.9400,-5.17,-48.36,-7.32,-5,1894,267,6598
779.0111,-3.07,-42.12,-2.29,-2,1910,205,6243
779.0734,-1.06,-42.12,-1.88,1,1910,-115,6472
779.1451,-8.31,-39.78,-11.91,-7,1916,335,6837
779.2066,-1.00,-37.05,0.65,-7,1923,442,6151
779.2782,-5.12,-35.49,-8.50,-2,1927,132,6322
779.3400,-4.06,-31.98,-4.19,-3,1936,375,6964
779.4125,-0.68,-26.13,-1.20,-1,1951,145,10387
779.4734,-3.90,-28.08,-5.78,-1,1946,-274,10674
779.5460,-4.70,-23.40,-5.32,-4,1958,-85,10324
779.6066,-3.20,-21.06,-2.28,-3,1964,166,6136
779.6780,-4.19,-17.55,-4.27,-3,1973,456,6208
779.7401,-1.54,-13.26,-0.20,-2,1984,-12,6915
779.8120,-4.96,-10.53,-5.75,-1,1991,230,6339
779.8734,-7.17,-8.58,-8.97,-4,1996,45,6334
779.9448,-2.25,-8.58,1.00,-4,1996,45,6933
780.0066,-5.27,-1.95,-8.61,-1,2013,103,6483
780.0780,-9.37,-1.95,-12.05,-1,2013,103,6262
780.1400,0.40,9.75,5.90,-4,2043,675,6647
780.2114,-6.83,6.24,-10.48,1,2034,-89,6576
780.2734,-7.15,15.21,-4.12,-9,2057,544,6191
780.3449,-3.46,17.16,-2.75,0,2062,88,6759
780.4066,-9.76,23.79,-11.75,-7,2079,865,6680
780.4782,0.69,26.91,4.90,0,2087,-91,6575
780.5401,-9.96,26.52,-15.43,3,2086,-214,7397
780.6111,-5.86,33.93,-3.35,-5,2105,410,6527
780.6734,-0.39,35.10,1.19,-2,2108,251,6081
780.7452,-10.03,35.49,-13.59,-2,2109,157,6700
780.8066,-1.80,41.73,0.85,0,2125,63,6711
780.8782,-7.27,41.73,-9.33,0,2125,63,6148
780.9399,-6.31,49.92,-4.85,-5,2146,419,6820
781.0114,2.28,51.87,7.04,2,2151,-91,6740
781.0734,-9.59,49.92,-15.66,4,2146,-336,6744
781.1451,-8.43,59.67,-6.57,-9,2171,610,6671
781.2066,5.44,60.45,10.82,8,2173,-528,6764
781.2781,-9.72,57.72,-15.34,-7,2166,45,6463
781.3400,-2.28,69.03,3.34,-4,2195,382,6638
781.4111,1.25,63.57,1.07,5,2181,-337,7281
781.4734,-13.40,66.69,-19.28,-9,2189,1135,6412
781.5447,0.28,66.69,5.06,-9,2189,1135,7058
781.6066,-2.87,71.76,-5.06,4,2202,-216,6778
781.6781,-4.41,71.76,-4.97,4,2202,-216,6301
781.7400,3.58,78.39,7.74,-1,2219,415,6938
781.8114,-5.42,75.27,-10.88,-3,2211,37,6658
781.8733,-0.54,77.61,4.72,-8,2217,368,6307
781.9449,1.49,82.29,1.59,6,2229,-284,6716
782.0066,-11.49,79.56,-16.37,-11,2222,553,7427
782.0781,4.68,86.58,9.88,6,2240,279,6248
782.1400,1.87,81.90,1.16,3,2228,-85,6975
782.2108,-4.13,81.90,-2.61,3,2228,-85,6713
782.2734,1.42,85.02,3.82,1,2236,96,6470
782.3448,2.10,83.85,2.61,2,2233,-197,7140
782.4067,-1.91,82.29,-4.48,-1,2229,-79,6559
782.4781,-0.44,82.68,-0.44,-1,2230,87,6578
782.5399,1.53,81.12,2.57,1,2226,-128,6801
782.6109,2.05,82.29,0.82,2,2229,160,6776
782.6734,0.92,81.51,1.48,0,2227,-17,6403
782.7448,-1.15,78.78,-2.07,-2,2220,-104,6466
782.8068,3.38,80.34,5.70,1,2224,-29,7123
782.8782,0.56,77.61,-0.76,3,2217,-192,6563
782.9400,-1.17,77.22,-1.01,-3,2216,372,6936
783.0111,7.77,69.42,7.41,8,2196,-2021,6796
783.0734,-3.50,72.54,-6.98,5,2204,-14,6666
783.1447,2.15,72.93,5.33,1,2205,151,6711
783.2067,4.89,69.81,6.94,4,2197,-448,6754
783.2782,1.09,65.52,0.02,1,2186,-458,6713
783.3399,1.65,65.52,1.55,1,2186,-458,6516
783.4109,4.82,63.57,-0.33,0,2181,-5,6708
783.4734,1.74,60.84,1.67,0,2174,-49,6520
783.5447,3.20,60.84,3.99,0,2174,-49,6712
783.6067,4.53,53.43,5.12,4,2155,-251,6635
783.6781,1.31,51.87,0.31,1,2151,195,6516
783.7399,2.47,48.75,1.06,4,2143,-306,6717
783.8109,0.79,45.63,3.14,0,2135,-189,6681
783.8734,5.91,44.85,8.37,4,2133,89,6754
783.9444,5.23,41.73,4.51,6,2125,-240,6500
784.0067,-0.46,36.27,-1.37,-3,2111,204,7045
784.0783,8.74,33.15,12.74,8,2103,-371,6512
784.1399,1.85,29.64,0.74,1,2094,38,6532
784.2110,3.98,27.69,4.58,4,2089,-144,6893
784.2735,3.00,24.57,2.25,3,2081,-196,6107
784.3439,5.02,20.67,7.46,4,2071,-73,6798
784.4067,6.51,16.38,8.47,5,2060,-618,6579
784.4781,1.52,8.97,-0.98,1,2041,-179,6287
784.5400,3.81,13.65,11.14,0,2053,819,7038
784.6124,5.42,7.41,4.89,5,2037,344,10942
784.6733,2.62,2.34,1.86,3,2024,-224,6892
784.7454,2.15,2.34,1.47,3,2024,-224,7303
784.8067,1.73,-4.29,0.63,1,2007,787,6715
784.8793,5.66,-9.75,8.01,5,1993,-220,6299
784.9401,4.44,-12.87,4.49,3,1985,-355,7450
785.0112,3.95,-13.26,6.07,0,1984,56,6354
785.0736,1.89,-19.11,-0.01,6,1969,-250,7038
