t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
980.2218,5.87,68.25,10.01,8,2212,-557,6920
980.2845,-1.89,60.45,-1.46,2,2192,-296,6266
980.3554,12.24,60.06,22.03,7,2191,-138,6481
980.4174,10.50,45.63,11.76,12,2154,-447,7298
980.4889,14.14,33.93,17.14,10,2124,-170,6448
980.5509,16.41,20.67,18.00,12,2090,-615,6821
980.6230,17.90,5.85,20.54,12,2052,-654,7346
980.6841,19.28,-14.04,21.76,11,2001,-392,6407
980.7554,15.52,-28.08,15.55,9,1965,-518,6947
980.8174,16.96,-38.22,18.86,9,1939,-377,6690
980.8886,14.29,-51.87,12.30,7,1904,-1061,6315
980.9509,7.19,-61.23,2.61,1,1880,50,7107
981.0220,14.86,-60.45,17.23,1,1882,28,6851
981.0841,-0.41,-69.03,-10.66,9,1860,-351,6446
981.1558,2.34,-65.52,3.62,-4,1869,252,7067
981.2175,3.65,-69.42,-0.93,5,1859,-270,12020
981.2886,-14.91,-69.81,-23.43,-1,1858,98,6276
981.3509,-2.42,-50.70,5.34,-6,1907,776,7125
981.4219,-14.11,-50.31,-23.37,-2,1908,70,7104
981.4841,-20.55,-50.31,-24.68,-2,1908,70,6417
981.5552,-8.96,-17.55,-6.76,-4,1992,336,6980
981.6175,-22.97,-13.65,-31.66,-15,2002,-383,6722
981.6886,-19.52,17.16,-18.00,-15,2081,665,6508
981.7509,-7.91,26.91,-4.59,-3,2106,261,7044
981.8220,-25.24,31.98,-34.44,-11,2119,419,7101
981.8841,-9.67,41.73,1.08,-20,2144,915,6401
981.9556,-9.36,57.72,-10.44,1,2185,-5,7358
982.0174,-18.45,67.86,-19.43,-14,2211,752,6970
982.0888,0.33,70.98,8.68,2,2219,-191,7043
982.1508,-4.86,69.81,-3.63,5,2216,43,7271
982.2220,2.63,70.20,9.72,1,2217,45,6867
982.2841,5.10,67.08,7.79,9,2209,623,6609
982.3556,2.63,53.82,2.63,2,2175,-1187,6636
982.4174,20.54,47.19,26.81,13,2158,-613,6430
982.4888,17.59,29.25,15.70,13,2112,-893,6218
982.5508,13.30,17.94,12.25,5,2083,-193,6966
982.6221,22.69,2.34,22.69,13,2043,-1042,6449
982.6841,19.80,-14.04,16.82,9,2001,-606,6630
982.7558,20.25,-25.35,19.80,9,1972,-452,7226
982.8174,18.95,-36.27,17.63,10,1944,-1045,6576
982.8888,16.46,-46.02,13.56,10,1919,-310,6433
982.9508,9.28,-60.45,5.48,5,1882,-462,6767
983.0223,9.76,-64.74,9.10,3,1871,-227,6146
983.0841,2.60,-65.91,-4.64,5,1868,-68,6467
983.1552,1.56,-67.47,-1.68,-3,1864,-203,6882
983.2176,4.20,-66.69,2.84,1,1866,48,6162
983.2888,-10.53,-65.13,-18.84,-9,1870,442,6275
983.3507,-3.22,-65.13,-3.42,-9,1870,442,6266
983.4221,-13.25,-47.97,-22.63,-5,1914,162,6449
983.4841,-14.60,-30.42,-17.63,-10,1959,609,6716
983.5559,-12.79,-20.67,-15.90,-6,1984,529,6477
983.6174,-22.60,-3.51,-29.64,-15,2028,786,6320
983.6888,-11.54,16.38,-8.20,-7,2079,626,6602
983.7507,-23.84,17.55,-33.77,-5,2082,-257,6809
983.8219,-10.59,40.95,-2.72,-14,2142,851,6204
983.8841,-13.32,48.36,-15.38,-8,2161,122,6989
983.9555,-13.44,59.67,-13.43,-10,2190,334,6757
984.0174,-0.91,68.64,6.42,3,2213,48,6396
984.0890,-6.92,68.64,-7.32,-3,2213,154,6957
984.1508,-3.92,70.59,-0.14,-2,2218,176,6878
984.2222,5.35,69.81,12.61,6,2216,-102,6128
984.2841,4.00,60.45,4.00,9,2192,30,6894
984.3555,9.34,58.50,17.00,1,2187,-133,6623
984.4175,14.53,42.51,18.34,13,2146,-691,6311
984.4892,9.71,42.51,13.78,13,2146,-691,6826
984.5508,17.57,21.45,22.06,11,2092,-511,6492
984.6220,20.56,-2.73,22.57,15,2030,-832,6449
984.6841,13.19,-10.92,13.74,9,2009,-461,6687
984.7555,21.84,-26.52,27.18,12,1969,-485,6345
984.8175,13.78,-38.61,10.62,10,1938,-800,6275
984.8888,13.93,-48.36,16.17,3,1913,-612,6572
984.9507,10.68,-60.06,5.62,12,1883,-392,6184
985.0225,4.46,-65.52,1.54,-2,1869,-13,6479
985.0842,9.67,-67.86,9.01,6,1863,-253,6706
985.1553,-3.98,-68.64,-11.99,-6,1861,303,6473
985.2175,2.31,-66.69,1.60,-2,1866,-67,6258
985.2889,-6.64,-65.91,-14.78,-4,1868,-65,6465
985.3508,-14.46,-51.87,-20.22,-14,1904,963,6014
985.4224,-5.65,-45.63,-6.66,-5,1920,122,6268
985.4841,-20.51,-42.12,-31.19,-4,1929,-142,6298
985.5554,-12.99,-10.53,-11.89,-10,2010,1009,6085
985.6174,-16.48,-9.75,-24.66,-2,2012,161,6617
985.6891,-18.35,15.21,-18.42,-16,2076,612,6853
985.7508,-13.93,24.96,-15.49,-6,2101,412,6589
985.8217,-22.20,42.12,-19.77,-15,2145,1044,7096
985.8841,-8.89,55.38,-2.63,-5,2179,372,6571
985.9555,-12.97,59.28,-14.90,-7,2189,281,6536
986.0174,-8.78,69.03,-2.31,-7,2214,444,6825
986.0892,-3.35,67.47,-1.95,2,2210,-498,6461
986.1508,-3.60,69.81,-0.38,-1,2216,-51,6692
986.2217,3.71,68.25,13.81,7,2212,-122,7260
986.2842,5.48,61.23,8.30,9,2194,-820,9681
986.3568,5.93,54.21,10.09,3,2176,-78,10479
986.4174,17.05,42.90,23.18,14,2147,-483,9802
986.4881,13.90,27.69,13.87,16,2108,-959,6247
986.5507,14.24,19.11,19.68,6,2086,684,6465
986.6219,24.95,-2.34,30.22,20,2031,-982,7175
986.6840,9.65,-17.94,4.96,5,1991,-632,6616
986.7547,22.34,-28.86,30.65,14,1963,-638,6832
986.8174,16.43,-37.83,13.48,17,1940,-578,6684
986.8881,11.16,-47.97,10.26,-1,1914,-50,6096
986.9507,11.88,-60.06,8.35,10,1883,-467,6824
987.0219,7.55,-65.91,3.08,3,1868,-123,6497
987.0840,10.23,-64.74,12.46,4,1871,358,6399
987.1547,-4.07,-69.42,-11.82,-6,1859,144,7361
987.2174,-0.87,-64.74,-0.29,-4,1871,281,6767
987.2881,0.39,-63.96,-6.55,3,1873,-3,6184
987.3507,-22.50,-54.99,-35.80,-21,1896,761,6752
987.4218,2.13,-36.27,9.47,2,1944,188,6251
987.4841,-20.08,-40.95,-34.54,-13,1932,-807,5979
987.5548,-19.61,-16.38,-18.98,-25,1995,1514,6883
987.6174,-10.09,-3.12,-11.80,-3,2029,238,6721
987.6881,-25.72,8.97,-33.49,-17,2060,916,6581
987.7507,-9.05,26.52,-2.68,-13,2105,663,7233
987.8218,-22.55,38.61,-29.82,-13,2136,496,6621
987.8841,-10.10,58.11,-2.30,-8,2186,707,6694
987.9548,-8.26,60.45,-7.81,1,2192,-220,7235
988.0174,-12.29,68.64,-9.08,-10,2213,595,6569
988.0883,-3.12,69.81,2.16,2,2216,-175,6894
988.1507,-2.37,68.25,1.38,1,2212,-451,7406
988.2221,0.20,67.47,3.48,4,2210,-153,6803
988.2840,5.78,58.89,11.36,7,2188,-671,6418
988.3558,9.14,51.48,15.04,8,2169,-584,7335
988.4174,10.94,42.90,17.46,6,2147,-329,6603
988.4882,16.27,27.30,22.00,13,2107,-561,6505
988.5507,11.76,13.26,11.76,7,2071,-303,6547
988.6219,22.75,4.68,27.77,8,2049,-1142,6469
988.6840,19.96,-18.72,18.65,13,1989,-544,6723
988.7573,14.88,-26.52,13.99,10,1969,-431,7865
988.8174,17.90,-37.83,21.24,8,1940,-413,6631
988.8883,11.09,-52.26,7.34,8,1903,-857,7291
988.9508,7.48,-60.45,5.86,1,1882,-62,7521
989.0218,12.24,-63.18,11.38,8,1875,961,6232
989.0840,-2.88,-68.64,-12.14,-6,1861,144,6691
989.1555,8.04,-65.13,11.32,-1,1870,299,6505
989.2174,-5.70,-69.03,-16.73,4,1860,-157,6209
989.2881,-8.35,-61.23,-9.21,-8,1880,210,6942
989.3507,-7.88,-56.16,-11.53,-4,1893,163,6702
989.4219,-15.44,-48.36,-21.30,-8,1913,274,6491
989.4841,-14.58,-31.98,-17.91,-8,1955,370,7048
989.5592,-18.01,-15.99,-23.42,-12,1996,627,6548
989.6174,-18.29,0.39,-20.33,-13,2038,527,6621
989.6881,-12.01,17.94,-9.36,-9,2083,431,7568
989.7507,-21.71,28.08,-28.38,-14,2109,706,6565
989.8216,-11.74,44.46,-6.84,-9,2151,424,6684
989.8840,-12.48,54.21,-13.09,-6,2176,615,6912
989.9557,-13.44,56.94,-14.09,-7,2183,-7,6455
990.0174,-2.38,69.81,3.55,2,2216,164,6881
990.0881,-5.27,69.03,-4.87,-2,2214,87,7076
990.1507,-2.04,71.37,1.66,-2,2220,252,6182
990.2215,8.50,69.03,16.39,8,2214,-35,6267
990.2843,2.50,59.67,0.33,8,2190,-672,7194
990.3556,12.39,56.94,19.49,6,2183,-96,6687
990.4174,14.57,40.95,18.60,10,2142,-444,6437
990.4891,13.99,28.86,16.18,8,2111,-516,6894
990.5507,18.64,15.99,24.10,10,2078,-156,6529
990.6221,17.43,10.92,17.70,14,2065,-718,6912
990.6843,18.13,-12.09,21.33,8,2006,-515,7071
990.7555,16.65,-29.64,16.73,11,1961,-111,6406
990.8174,17.85,-42.90,20.83,10,1927,-654,6725
990.8888,11.67,-56.94,8.42,6,1891,-870,6840
990.9507,9.61,-60.45,8.63,2,1882,-231,6283
991.0215,12.43,-66.30,11.46,9,1867,-98,6683
991.0843,-4.03,-69.42,-12.74,-7,1859,-10,6656
991.1557,7.19,-67.86,9.66,-8,1863,116,6589
991.2174,-2.51,-69.42,-15.18,2,1859,-112,6532
991.2889,-7.05,-59.28,-8.37,-10,1885,659,6372
991.3507,-5.03,-54.60,-8.74,-2,1897,39,7526
991.4215,-18.10,-44.85,-27.51,-15,1922,620,6620
991.4841,-9.74,-23.01,-9.63,-8,1978,818,10801
991.5566,-11.05,-20.67,-24.31,-4,1984,253,10028
991.6174,-27.39,-12.87,-33.87,-14,2004,466,6783
991.6887,-9.14,18.72,-2.56,-3,2085,255,6546
991.7507,-22.97,30.81,-29.16,-14,2116,1184,6230
991.8215,-15.55,44.46,-10.19,-12,2151,560,7332
991.8843,-12.38,46.02,-10.87,-5,2155,-187,6604
991.9555,-16.11,58.50,-17.35,-8,2187,299,6309
992.0175,-3.96,67.47,4.43,-8,2210,511,6721
992.0891,-6.18,68.64,-4.56,-1,2213,-90,6784
992.1507,-3.40,69.81,0.79,-2,2216,-154,6723
992.2221,6.71,65.13,15.60,7,2204,-1336,7498
992.2843,2.09,58.11,1.51,4,2186,-328,6385
992.3557,8.97,53.04,15.82,6,2173,-359,6364
992.4175,15.45,44.85,22.21,11,2152,-182,6856
992.4892,11.79,37.05,13.38,13,2132,-664,6291
992.5507,17.13,16.77,23.64,9,2080,-102,6505
992.6220,18.27,-4.68,18.95,13,2025,-817,7321
992.6843,17.48,-19.11,20.16,10,1988,-1346,6500
992.7558,17.76,-23.79,19.12,11,1976,-652,6181
992.8174,13.98,-43.29,13.69,8,1926,-208,6416
992.8890,13.60,-56.16,13.43,8,1893,-969,6058
992.9507,8.41,-62.79,9.63,5,1876,-178,6207
993.0233,3.59,-68.25,0.57,3,1862,-101,6703
993.0843,1.91,-68.64,0.59,1,1861,-74,6506
993.1555,-3.07,-69.03,-9.04,2,1860,-54,6766
993.2174,-3.13,-65.13,-3.85,-5,1870,147,6456
993.2890,-5.99,-63.18,-11.66,-2,1875,95,6486
993.3507,-16.32,-62.40,-24.17,-7,1877,43,6693
993.4221,-6.17,-40.17,-3.74,-9,1934,567,6207
993.4846,-18.95,-31.59,-29.34,-11,1956,224,6392
993.5553,-20.58,-12.09,-23.19,-15,2006,1019,6936
993.6174,-12.40,1.17,-12.17,-7,2040,491,6475
993.6889,-21.37,10.92,-26.82,-12,2065,547,6707
993.7507,-13.76,10.92,-10.21,-12,2065,547,6995
993.8220,-6.86,10.92,-3.91,-12,2065,547,6744
993.8843,-24.79,51.09,-32.58,-17,2168,1022,6429
