t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
1447.9799,-0.23,68.64,14.17,7,2213,-183,6862
1448.0516,5.03,60.06,14.05,8,2191,-490,9264
1448.1133,32.92,46.02,32.92,12,2155,-679,6875
1448.1847,50.23,22.23,59.28,26,2094,-1322,6686
1448.2466,41.39,-6.63,36.96,17,2020,-1240,9969
1448.3180,45.06,-32.76,47.09,23,1953,-2831,7938
1448.3800,30.43,-52.26,21.99,11,1903,-895,11063
1448.4513,21.27,-60.84,10.12,11,1881,-234,8438
1448.5132,9.06,-65.52,0.80,-1,1869,77,6553
1448.5847,-8.26,-64.35,-24.66,-6,1872,446,6760
1448.6466,-21.19,-46.02,-35.04,-15,1919,1018,10701
1448.7180,-30.21,-25.35,-39.77,-20,1972,804,6299
1448.7799,-42.27,-4.29,-54.58,-25,2026,1074,6917
1448.8505,-33.02,22.23,-33.81,-15,2094,841,6746
1448.9132,-34.48,39.78,-32.47,-17,2139,1054,6662
1448.9846,-21.73,63.18,-16.96,-7,2199,633,6394
1449.0466,-3.53,71.37,12.81,4,2220,452,10694
1449.1188,2.24,61.62,9.80,8,2195,-581,6547
1449.1800,25.54,51.87,48.52,18,2170,-1184,8197
1449.2520,22.87,26.13,22.87,14,2104,-829,6200
1449.3132,45.60,1.95,58.64,28,2042,-907,6281
1449.3846,33.31,-21.84,29.28,20,1981,-1052,6897
1449.4466,40.03,-46.02,38.54,20,1919,-663,8431
1449.5180,21.63,-61.62,11.11,4,1879,-454,6580
1449.5799,16.76,-66.69,4.64,6,1866,-249,9249
1449.6512,-6.30,-63.18,-21.13,-12,1875,284,8806
1449.7133,-14.73,-54.60,-31.53,-14,1897,453,6890
1449.7857,-30.82,-33.54,-41.02,-24,1951,1252,6937
1449.8466,-30.71,-15.60,-40.04,-15,1997,1535,7373
1449.9183,-39.54,7.80,-46.45,-22,2057,1070,7030
1449.9800,-30.33,41.34,-25.49,-15,2143,1145,9816
1450.0514,-26.17,59.67,-21.22,-10,2190,361,9602
1450.1132,-8.39,68.64,7.97,0,2213,347,8412
1450.1846,0.82,65.52,11.29,7,2205,-320,9135
1450.2466,13.50,56.94,30.42,12,2183,-187,8621
1450.3180,28.33,33.93,39.49,21,2124,-725,6664
1450.3799,37.40,10.92,49.74,21,2065,-1383,9260
1450.4515,41.47,-18.33,49.32,22,1990,-1222,6933
1450.5132,34.17,-40.95,35.60,16,1932,-802,7892
1450.5854,25.25,-60.84,25.25,10,1881,-785,6634
1450.6465,10.70,-71.37,-1.25,3,1854,-653,7238
1450.7179,-2.21,-64.74,-8.51,-7,1871,569,6716
1450.7799,-12.30,-62.40,-27.84,-12,1877,28,8679
1450.8515,-28.48,-37.83,-40.88,-20,1940,1198,6583
1450.9133,-30.37,-21.06,-40.91,-16,1983,648,8932
1450.9854,-42.44,-0.78,-47.63,-27,2035,1495,7454
1451.0466,-30.43,31.59,-30.82,-14,2118,449,8844
1451.1181,-32.27,53.43,-27.49,-17,2174,1027,8533
1451.1800,-17.37,65.52,-7.59,-4,2205,412,6981
1451.2519,-2.03,67.08,10.04,5,2209,-171,6859
1451.3132,7.10,58.50,18.27,8,2187,-222,7776
1451.3856,25.60,44.07,38.46,20,2150,-185,6729
1451.4465,30.97,21.06,41.17,20,2091,-914,6535
1451.5186,37.00,-11.31,37.47,20,2008,-824,6939
1451.5801,40.87,-33.15,46.45,23,1952,-1346,6891
1451.6518,28.48,-54.60,24.66,11,1897,-496,6673
1451.7133,19.73,-63.57,10.93,6,1874,-226,6695
1451.7855,3.66,-66.30,-9.99,-5,1867,-142,6309
1451.8465,-3.47,-62.79,-14.53,-5,1876,224,6494
1451.9183,-25.62,-44.07,-38.30,-21,1924,1342,6991
1451.9799,-24.58,-25.74,-29.82,-17,1971,591,6243
1452.0513,-43.33,-1.17,-54.83,-25,2034,1069,6693
1452.1133,-36.76,29.64,-34.99,-18,2113,727,7416
1452.1857,-36.80,42.12,-36.96,-19,2145,779,6547
1452.2466,-18.36,64.35,-6.58,-4,2202,474,6714
1452.3186,-9.57,67.86,5.78,1,2211,194,7170
1452.3801,4.63,60.45,16.63,8,2192,-370,6823
1452.4514,22.00,49.92,39.92,19,2165,-669,6308
1452.5133,27.33,24.57,37.93,15,2100,-1235,8308
1452.5855,37.53,-1.56,44.85,24,2033,-1112,6433
1452.6466,32.58,-24.96,34.28,14,1973,-591,7928
1452.7182,33.56,-53.04,23.21,14,1901,-1175,6749
1452.7801,20.39,-61.23,13.84,5,1880,-114,6256
1452.8516,11.64,-69.03,-2.41,2,1860,-413,6220
1452.9132,-2.97,-65.13,-12.38,-9,1870,307,7647
1452.9853,-21.49,-56.16,-42.97,-18,1893,1187,6132
1453.0465,-25.10,-31.20,-35.68,-16,1957,1155,8226
1453.1180,-41.59,-21.84,-56.31,-16,1981,354,6969
1453.1801,-30.23,21.06,-25.25,-16,2091,1245,6450
1453.2506,-37.83,42.12,-39.97,-22,2145,1748,6544
1453.3133,-23.25,62.79,-14.78,-6,2198,603,8977
1453.3851,-10.38,66.30,0.24,0,2207,-42,6578
1453.4468,-1.85,64.74,11.47,4,2203,-301,9918
1453.5185,14.93,51.48,34.57,15,2169,-802,7773
1453.5799,27.07,32.37,38.11,19,2120,-693,6846
1453.6518,35.14,17.16,46.85,19,2081,-983,9243
1453.7133,40.55,-14.04,50.49,21,2001,-1532,7911
1453.7850,33.46,-39.00,32.58,14,1937,-711,6549
1453.8466,28.79,-60.06,11.85,12,1883,-1062,6657
1453.9185,18.85,-62.40,17.89,5,1877,785,6885
1453.9799,-7.24,-69.03,-22.84,-11,1860,293,6660
1454.0515,-10.84,-56.55,-18.97,-9,1892,608,6291
1454.1132,-26.88,-46.41,-43.27,-15,1918,373,6364
1454.1850,-32.25,-23.01,-36.14,-25,1978,1083,6295
1454.2466,-44.41,4.68,-53.79,-28,2049,1006,7420
1454.3187,-30.94,37.05,-25.66,-11,2132,1276,7947
1454.3799,-34.11,53.43,-34.19,-17,2174,916,7552
1454.4515,-12.00,67.47,6.04,3,2210,40,6456
1454.5133,-7.46,65.13,0.24,0,2204,-126,6773
1454.5851,8.62,64.35,24.15,5,2202,-10,6154
