t_s,nx_px,pot_px,err_pred_px,omega_out,pot_raw,pot_vel,frame_age_us
126.0056,23.38,109.59,404.28,200,2318,5222,6227
126.0773,-67.36,-41.73,-359.39,-22,1930,-5260,6866
126.1389,87.43,75.27,546.27,200,2230,-3089,6473
126.2107,-174.94,-15.60,-595.09,-200,1997,5476,6325
126.2723,167.62,118.56,690.41,200,2341,6223,6379
126.3434,-119.97,12765.87,-578.80,-200,34770,3818,6891
126.4056,175.21,134.55,610.95,200,2382,-92,6685
126.4777,-13.60,-5.85,-373.27,-200,2022,-1750,6201
126.5390,160.61,115.44,614.04,200,2333,1175,6161
126.6108,-118.24,-79.17,-570.06,-200,1834,-4368,6216
126.6723,-32.56,80.34,281.10,192,2243,4405,6363
126.7441,-116.17,-79.95,-574.92,32568,1832,-4326,6873
126.8056,-99.44,-12.48,185.93,-200,2005,6631,7022
126.8771,-57.19,-55.38,-237.22,-104,1895,-4521,6356
126.9390,34.83,91.26,454.23,177,2271,6036,7564
127.0108,-120.84,-65.91,-435.27,200,1868,-5807,6823
127.0723,-14.04,63.57,320.05,200,2200,1350,6920
127.1443,-166.73,-49.53,-624.53,200,1910,-6932,6517
127.2056,79.50,80.73,79.50,-6,2244,-1890,7210
127.2771,14.98,38.22,-306.33,-200,2135,3560,6404
127.3390,238.38,136.11,685.66,-82,2386,5414,12411
127.4106,-39.05,-17.55,-566.00,-178,1992,-3637,8672
127.4722,224.45,99.45,654.32,200,2292,-4770,9049
127.5447,-85.72,-16.77,-589.09,-200,1994,3212,8651
127.6057,159.39,156.78,578.87,-185,2439,6695,6235
127.6775,189.81,44.46,30.38,200,2151,-8117,7713
127.7390,63.34,78.00,187.27,-200,2237,6623,6426
127.8107,90.05,4.29,-127.00,200,2048,-6924,6301
127.8723,119.50,17.16,449.90,-200,2081,4118,6869
127.9446,-51.26,-8.58,-504.43,200,2015,-7060,7721
128.0056,203.23,67.47,578.58,200,2210,-6084,6421
128.0764,-142.62,-47.97,-713.32,200,1914,-6794,6742
128.1390,146.63,86.19,569.74,200,2258,-2957,6505
128.2110,-103.28,-48.75,-504.17,-200,1912,1693,6569
128.2723,95.30,80.73,554.92,200,2244,1722,6722
128.3445,-143.89,80.73,-646.81,200,2244,1722,7905
128.4056,-108.61,44.46,99.99,-105,2151,6048,6232
128.4780,-60.80,1.17,-407.07,200,2040,-6063,7435
128.5390,-288.14,-72.54,-288.14,-200,1851,5467,6272
128.6111,-60.58,-62.40,162.05,200,1877,-4855,6396
128.6723,-267.18,-79.56,-105.18,-200,1833,4811,8966
128.7443,-153.14,-51.48,-306.79,200,1905,-5196,6381
128.8062,-66.17,-16.77,352.81,-200,1994,6638,7311
128.8774,-97.48,-54.21,-435.70,200,1898,-5583,7115
128.9390,31.49,35.10,416.12,-200,2127,6854,7064
129.0109,46.73,-31.20,-75.67,76,1957,-4411,6476
129.0723,56.50,78.39,364.34,200,2238,1856,7311
129.1445,-76.78,-49.14,-471.23,-200,1911,-1952,6142
129.2056,90.36,104.13,475.00,200,2304,3377,6448
129.2776,13.38,34.32,-420.35,200,2125,-6088,8556
129.3390,126.83,87.75,481.97,-63,2262,5481,6634
129.4106,-59.02,-25.74,-473.74,-200,1971,2203,7534
129.4723,184.69,58.50,622.94,200,2187,-4949,8818
129.5439,-100.21,-24.96,-486.14,-200,1973,2870,6262
129.6056,224.03,102.57,673.02,155,2300,3062,10797
129.6779,-99.36,35.88,-586.80,200,2129,-6462,9574
129.7390,36.64,-30.42,336.71,-200,1959,5340,7145
129.8099,-122.07,-76.44,-578.84,-200,1841,-3864,6319
129.8723,30.91,70.59,357.24,-5,2218,5561,9729
129.9444,-54.57,-49.92,-460.33,-200,1909,958,6413
130.0056,130.75,63.57,587.86,200,2200,-2607,8731
130.0775,-94.48,-57.72,-524.65,-200,1889,1084,6617
130.1390,114.64,68.25,504.13,110,2212,3234,7209
130.2099,-71.25,-32.37,-258.03,-200,1954,-1457,7573
